dialect,standard,region,sentiment,source,source_split,dialect_features
"Xin vía bé trai như trong clip cho con em, bé dễ thương, ngoan, hiểu chuyện, hiếu thảo, lễ phép có lòng thương người nữa, xin vía bé trai và chủ kênh lun nè, người gì đã đẹp trai dễ thương hiền lành, mà còn tốt tính nữa ❤",,southern,,youtube:RI0n1DEB9Wo,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"em trai dễ thương quá, làm tui tan chảy🥴",,southern,,youtube:RI0n1DEB9Wo,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"Trời ơi thằng nhỏ vừa ngoan vừa hiếu thảo , mặt phúc hậu nữa sao mà yêu dữ vậy trời , xem mà hạnh phúc lây luôn sau này chắc ảnh sống tình cảm lắm ❤❤❤",,southern,,youtube:RI0n1DEB9Wo,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Trời tui mê ông Quan lắm đó trời hi vọng 1 ngày sẽ được gặp anh❤,,southern,,youtube:RI0n1DEB9Wo,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Em mới cmt anh Quan đi chợ nổi cái răng xong anh Quan về miền tây luôn chiều lòng người xem vậy mà k ủng hộ anh hơi phí anh hen chúc anh nhiều sức khỏe,,southern,,youtube:RI0n1DEB9Wo,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Ông đi cà mau quê tui đi :)),,southern,,youtube:RI0n1DEB9Wo,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Ê thằng thiện lớp tui nè,,southern,,youtube:RI0n1DEB9Wo,,"{""northern"": 0, ""central"": 0, ""southern"": 2}"
Ngọc ăn nói dễ thương quá! Cám ơn những video clips của Ngọc! ( Cô cũng tên Ngọc nè),,southern,,youtube:t5CBbqw_-AE,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"má ơi, bún riêu thì dở mà bán mắc dã man. 😅😅😅",,southern,,youtube:t5CBbqw_-AE,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Cảm ơn bạn quay cho mình thấy chợ cái răng ngày xưa bà ngoại mình ở bên kia cầu bây giờ khác quá trời ngày xưa cây cầu nhỏ và cầu sắc kế bên bây giờ cầu hai chiều lớn khác quá chúc bạn nhiều sue khỏe ❤😂,,southern,,youtube:J2ZZXxvdzI0,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Ui em cũng ở cần Thơ bến Ninh Kiều nè ạ,,southern,,youtube:Vbre1pxVwDU,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Em ở cần Thơ nè,,southern,,youtube:Vbre1pxVwDU,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Tui là người cần thơ nè,,southern,,youtube:To9ng6v17jo,,"{""northern"": 0, ""central"": 0, ""southern"": 2}"
mình người cần thơ nè 😊,,southern,,youtube:To9ng6v17jo,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"Trong quãng đời còn lại của Việt Thảo...đã và đang để lại cho chúng ta ...thế hệ mai sau, những bài học về quê hương VN của chúng ta rất đáng giá. Hoan Hô Việt Thảo. (cái ông mà trước làm MC trên sân khấu...mà tui ghét, hỏng thèm coi )",,southern,,youtube:fl3Cu6jp0ao,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Chị đeo mắt kính đi theo đoàn đẹp gái quá trời,,southern,,youtube:fl3Cu6jp0ao,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Là tới tập này mới thấy a hướng dẫn viên về đúng nghề của ảnh nè 😂😂😂,,southern,,youtube:fl3Cu6jp0ao,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"Tui người miền Bắc, mà tui mê cái sự nhiệt tình, chân chất của người miền Tây quá. Tiếc là giờ tui lập gia đình về Bắc ở rồi. Nên hay vào xem video ẩm thực miền tây, vừa thèm vừa nhớ",,southern,,youtube:WSMV6-2_OUk,,"{""northern"": 0, ""central"": 0, ""southern"": 3}"
"Tina về châu đốc An Giang đi nè , thích xem clip của Tina lắm luôn",,southern,,youtube:WSMV6-2_OUk,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Trùi ui !!! Tui mà đi chung chắc cười xỉu !!!,,southern,,youtube:WSMV6-2_OUk,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
má ơi tưởng tiếng cười ghép k á 😂😂😂,,southern,,youtube:WSMV6-2_OUk,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
😂😂 tui nghe tiếng cười ko,,southern,,youtube:WSMV6-2_OUk,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Trùi ui !!! Tui mà đi chung chắc cười xỉu !!!,,southern,,youtube:WSMV6-2_OUk,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"3:13 ship cặp Thật vs Nhã nhen mn,tui coi khúc đó cưng j đou í",,southern,,youtube:1NynTDe7BUM,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"Em ở cần thơ nè 🥰 Đồ ăn ở bến ninh kiều ngon lắm í mà rẻ nữa ,anh đi thử đi vui lắm 🥰",,southern,,youtube:1NynTDe7BUM,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Bịt khẩu trang mới thấy Nhái với Ái mắt giống quá cơ kkk anh em cơ mà,,northern,,youtube:1NynTDe7BUM,,"{""northern"": 1, ""central"": 0, ""southern"": 0}"
Ko nói nhiều chào mừng đại ca thành lắc đã quay trở lại ..like đi chứ hả +kèn nữa là like bình luận của tui nữa nha,,southern,,youtube:1NynTDe7BUM,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"Hù gì mà cười đau bụng , tội nghiệp ĐẲNG quá ik ngã đau lắm đúng hong nè 😆😆🤣🤣🤣",,southern,,youtube:1NynTDe7BUM,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Có anh thành lác vui hẳn ra Tema đã lày thêm hôm nay thêm ảnh vui quá trời,,southern,,youtube:1NynTDe7BUM,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Cần Thơ quê em nè😳💗,,southern,,youtube:1NynTDe7BUM,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Mấy chị đóng kẹo dừa xinh quá 🤣 có ai giống tui hông 🤣,,southern,,youtube:1NynTDe7BUM,,"{""northern"": 0, ""central"": 0, ""southern"": 2}"
Ơ chúng ta lại gặp nhau nữa rồi nè,,southern,,youtube:1NynTDe7BUM,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Quê em ở cần Thơ nè,,southern,,youtube:1NynTDe7BUM,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"Em ở Cần Thơ nè nhưng lúc đó em chỉ 4 tuổi thôi mà lúc đó là mấy anh chị đi chỗ nào của Cần Thơ á😢😢😢giờ thì team ko còn anh Nhã,Thật,Hoà,chị Ái, Anh Thành Nhái( lí do xưng hô là chị và anh là em 2k15 còn mấy anh chị 2005-2007)",,southern,,youtube:1NynTDe7BUM,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Hết dich anh hay về đồng tháp đi a em cho anh đi khu du lịch gần nha em á vui lắm co hồ bơi nè rồi nhà ma đồ cắt kiểu,,southern,,youtube:1NynTDe7BUM,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Hình như là mình đi rồi cũng vô chợ này nữa giống y hệt luôn nè,,southern,,youtube:1NynTDe7BUM,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Bé ái càng lớn càng xinh quá nè ❤️,,southern,,youtube:1NynTDe7BUM,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Em ở cần thơ nè,,southern,,youtube:1NynTDe7BUM,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Em nói nghe nè bữa nào anh đi tham quan Cần Thơ qua khu du lịch tư Dũng tham quan đi gần nhà em ấy em muốn gặp mặt trực tiếp luôn em rất hâm mộ anh,,southern,,youtube:1NynTDe7BUM,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Anh muốn đến sứ dừa thì phải đến bến tre bến tre em đang ở nè 🥰,,southern,,youtube:1NynTDe7BUM,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Cần thơ quê em nè anh phú😊,,southern,,youtube:1NynTDe7BUM,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"Em cũng ở Cần Thơ nè anh ""Cần Thơ gạo trắng nước trong ai đi đến giờ là ko muốn về """,,southern,,youtube:1NynTDe7BUM,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Cái video này anh thành lác khịa anh đẳng cấp nè,,southern,,youtube:1NynTDe7BUM,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Em cũng ở Cần Thơ nè anh. Chúc anh và cả team cuối tuần vui vẻ,,southern,,youtube:b_lxKRt-zSM,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"Hihi em sống ở Cần Thơ nè anh, em đc đi 1 lần tại Chợ Nổi lúc chx dịch í vui lắm ạ chúc cả team Tony luôn vui vẻ ạ:)",,southern,,youtube:b_lxKRt-zSM,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
À em đi chợ nổi Cái Răng rồi với tham quan chỗ nuôi cá thác lác rồi đi vườn nhãn và cách làm bánh khọt và cá lóc bay bằng ghe nữa anh,,central,,youtube:b_lxKRt-zSM,,"{""northern"": 0, ""central"": 1, ""southern"": 0}"
em cũng ở cần thơ nè em ở quận Cái Răng có câu đầu sâu đó,,southern,,youtube:b_lxKRt-zSM,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Hello anh tony . Em là Fan cứng của anh nè . Em ở rất xa nhà Anh nhưng em vẫn ủng hộ anh . Khi nào hè hết dịch thì em có thể ra em cũng ko bít nữa . Nhưng em chúc anh khỏe mạnh và team tony nữa .Chúc anh đạt đc 8 triệu sud ah . Em xem hơi muộn. Mãi Fan tony tv .❤❤❤,,southern,,youtube:b_lxKRt-zSM,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
cần thơ quê em nè :)) em dân tộc Khmer lun😊❤❤,,southern,,youtube:b_lxKRt-zSM,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Quê ngoại em ở Cần Thơ nè anh,,southern,,youtube:b_lxKRt-zSM,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Em quê Cần Thơ nè anh,,southern,,youtube:b_lxKRt-zSM,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Em ở cần thơ nè anh nhưng mà em ở huyện phong điền thành phố cần thơ,,southern,,youtube:b_lxKRt-zSM,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Chợ nổi Cái Răng này quen nè anh,,southern,,youtube:b_lxKRt-zSM,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Em ở Cần Thơ nè anh vinh,,southern,,youtube:b_lxKRt-zSM,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Em sớm nè anh ơi,,southern,,youtube:b_lxKRt-zSM,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
em ở Cần Thơ nè anh,,southern,,youtube:b_lxKRt-zSM,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Anh ơi ông nội em 89 tuổi rồi mà vẫn xem Anh nè.,,southern,,youtube:b_lxKRt-zSM,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Em nghĩ vườn ong mật phải thú vị lắm nhưng chả có gì,,northern,,youtube:b_lxKRt-zSM,,"{""northern"": 1, ""central"": 0, ""southern"": 0}"
Anh ơi em ở kế bên nhà anh nè,,southern,,youtube:b_lxKRt-zSM,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Em ở Cần Thơ nè anh,,southern,,youtube:b_lxKRt-zSM,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Cậu hai em ở cần thơ nè,,southern,,youtube:b_lxKRt-zSM,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Anh Tony ơi em là vanh của anh nè,,southern,,youtube:b_lxKRt-zSM,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Nhà em ở Cần thơ nè chỗ nào anh đi là chỗ đó em đi rồi tại gì Cần thơ mà,,southern,,youtube:b_lxKRt-zSM,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
E ở quận cái răng nè,,southern,,youtube:b_lxKRt-zSM,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Hôm qua e mới ik đám cưới ở đồng tháp nè a mà ko đc ik ngang a nếu ngang là e ghé thăm a rồi 😆😁,,southern,,youtube:b_lxKRt-zSM,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Em cũng ở Cần Thơ nè :))),,southern,,youtube:QC874vinbmo,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Em quê cần thơ nè chị❤❤❤,,southern,,youtube:QC874vinbmo,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Em ở Cần Thơ nè chị ơi cảm ơn chị đã tới nhaaa,,southern,,youtube:QC874vinbmo,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Tui ở CT nè bà ơi 😍,,southern,,youtube:QC874vinbmo,,"{""northern"": 0, ""central"": 0, ""southern"": 2}"
Em cx ở Cần Thơ luon nè,,southern,,youtube:QC874vinbmo,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Nhìn bà này giống bà nào ở hội chợ tui đi á😮😮😮,,southern,,youtube:QC874vinbmo,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Em cũng ở Cần Thơ nè,,southern,,youtube:QC874vinbmo,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Tới mới đi về nè mới về luôn ó,,southern,,youtube:QC874vinbmo,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Em ở cần thơ nè😊😊,,southern,,youtube:QC874vinbmo,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Chị ơi em gặp chị ở bến Ninh Kiều rồi nè thấy quen quen,,southern,,youtube:QC874vinbmo,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Em đag ở cần thơ nè,,southern,,youtube:QC874vinbmo,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"trời ơi bà Loan hồi trước học chung lớp 7 thầy Quang đây mà :P tui là Kiên nè, mới đây mà 10-11 năm rồi, k ngờ bạn tui giờ lại nổi tiếng ^~^",,southern,,youtube:QC874vinbmo,,"{""northern"": 0, ""central"": 0, ""southern"": 3}"
Em ở can tho huyện phong điền nè có gì em gặp chi em xin chụp hình,,southern,,youtube:QC874vinbmo,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Em ở cần Thơ nè,,southern,,youtube:QC874vinbmo,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Bữa trước có ai kêu tui về chợ nổi Long Xuyên ấy nhỉ😁 Tiếp theo tui nên đi đâu đây ta? Các bạn cứ gợi ý là tui sẽ thực hiện nhiệt tình đó nha hẹ hẹ Cảm ơn cả nhà đã đón xem❤ Chúc cả nhà buổi tối vui vẻ nhé!,,southern,,youtube:Ax23ivoCcAQ,,"{""northern"": 0, ""central"": 0, ""southern"": 3}"
":))) bị ghiền 3 bữa nay coi đã luôn , mình khoái kiểu rì viu dị nè",,southern,,youtube:Ax23ivoCcAQ,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"a đi chợ ĐỊNH YÊN đi a, hehe gần nhà e nè, chỗ quay Lặt Mặt 6 á a, cũng gần gần long xuyên với cao lãnh á",,southern,,youtube:Ax23ivoCcAQ,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Cúi cùng ảnh cũng đến long xuyên cụa tui r nèe,,southern,,youtube:Ax23ivoCcAQ,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Tui cũng thik hủ tiếu ...ngon mà dễ ăn,,southern,,youtube:Ax23ivoCcAQ,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"Chợ nổi này có vẻ vì không theo hướng du lịch nên giá rẻ nè, người dân Việt Nam dễ thương.",,southern,,youtube:Ax23ivoCcAQ,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"Ê tui cũng thích ăn cái cùi thơm, nó giòn ngọt ko bị rát lưỡi, tưởng có mình tui thích ăn, tại thấy ngta hay gọt bỏ kkk",,southern,,youtube:Ax23ivoCcAQ,,"{""northern"": 0, ""central"": 0, ""southern"": 2}"
"Anh ưi em muốn cuối năm đi Thái chơi mà hông biết chơi 3 ngày 2 đêm chơi sao cho zui, ăn sao cho ngon á. Anh có thể recomentm muốn cuối năm đi Thái chơi mà hông biết chơi 3 ngày 2 đêm chơi sao cho zui, ăn sao cho ngon á. Anh có thể recommend cho em được hông. Cảm ơn anh nhìu. Mãi iu anh",,southern,,youtube:Ax23ivoCcAQ,,"{""northern"": 0, ""central"": 0, ""southern"": 3}"
Thức hông nổi 😢,,southern,,youtube:Ax23ivoCcAQ,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Ê bà ơi nhà tui kế bên chợ ab nè 🥰🥰,,southern,,youtube:pVZz8QOX1yc,,"{""northern"": 0, ""central"": 0, ""southern"": 2}"
Quầy chợ nổi chỗ em làm nè😮,,southern,,youtube:pVZz8QOX1yc,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Ê ở cần Thơ nè,,southern,,youtube:pVZz8QOX1yc,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Chỗ này em đi rồi nè,,southern,,youtube:pVZz8QOX1yc,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
em ở Cần Thơ nè,,southern,,youtube:pVZz8QOX1yc,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
ghim e ikk sớm nè cj^^,,southern,,youtube:pVZz8QOX1yc,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Đi chợ nổi và càn quét vườn trái cây đã hen cháu 😂,,southern,,youtube:Zut3Py9Rh1I,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Chả biết tại sao nhưng mỗi lần xem vd của taem mình đều phải like mới chịu được 😹😹,,northern,,youtube:hildg-vY0uA,,"{""northern"": 1, ""central"": 0, ""southern"": 0}"
Chào mừng team đã đến thành phố Cần Thơ quê tui,,southern,,youtube:hildg-vY0uA,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Chị hướng dẫn viên vừa đẹp vừa dễ thương 😍😘 .các bn thấy giống mình hok nè.,,southern,,youtube:hildg-vY0uA,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Mình thi rồi nè ! Các bạn thi chưa và bao nhiêu điểm ? Còn mình được thì được điểm rất cao. Mình chúc các bạn thi tốt và có điểm cao. Các bạn hãy bình luận điểm để xem ai lớn điểm hơn! Cảm ơn các bạn !...,,southern,,youtube:hildg-vY0uA,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Em là fan của anh nè Em đã ❤cho anh r và em đã bấm truong r,,southern,,youtube:hildg-vY0uA,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"Khu du lịch này em ik r nè,. Chúc Team buổi sáng vv❤",,southern,,youtube:09L15hbpRhI,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Chúc thầy buổi trưa vv tập sao thầy làm 24h nhà thùy trang đi ạ (mong mn đẩy cho tui lên top😊,,southern,,youtube:09L15hbpRhI,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Hóng típ phần sau nè thầy oiii,,southern,,youtube:09L15hbpRhI,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Ghiết ròi ghiền team quá trời ời ngày nào cũng hóng video của team mãi yêuu,,southern,,youtube:09L15hbpRhI,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Bữa đc gặp team ở đó nè bx em là nhỏ áo xanh lá đi ngang hồ bơi gặp team nè,,southern,,youtube:09L15hbpRhI,,"{""northern"": 0, ""central"": 0, ""southern"": 2}"
Uk clip này Ok nè Ái nay thấy cũng xinh Trang cũng xinh nx nek chỉ có lâu lâu mới thấy ái xấu thui😂😂,,southern,,youtube:09L15hbpRhI,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Chổ này em có chơi r nè thầy😊,,southern,,youtube:09L15hbpRhI,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Hôm bữa e đi r 😢 ở trỏng vui lém,,southern,,youtube:09L15hbpRhI,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Chỗ này em đi rồi nè😊dui cực,,southern,,youtube:09L15hbpRhI,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Huỳnh Kha Khu Du Lịch Ông Đề ở Cần Thơ nè.,,southern,,youtube:09L15hbpRhI,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Này là khu du lịch sinh thái ông đề nè em đi rồi,,southern,,youtube:09L15hbpRhI,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Hayy quá trời hayy chúc cả team luân mãi vv như này nhaa❤,,southern,,youtube:09L15hbpRhI,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"Em đi chơi ông đề rồi, em tắm ở hồ bơi , r triết xe hồng em lên rồi, được gặp ai Idol rồi nè vui quá",,southern,,youtube:09L15hbpRhI,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Ồ wow em ở Cần Thơ nè tiếc quá ko đc gặp mấy anh chị rồi🥺,,southern,,youtube:09L15hbpRhI,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Khu du lịch này em đi r nè,,southern,,youtube:09L15hbpRhI,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Chỗ này em có đi nè,,southern,,youtube:09L15hbpRhI,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Hom đó đội nhà thờ sa keo em chơi cầu lắc hai j ắ anh em đứng đầu chơi với thoại mèo nè anh thoại té luôn 😂😅😅,,southern,,youtube:09L15hbpRhI,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Cần Thơ quê em nè,,southern,,youtube:09L15hbpRhI,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Hóng quá trời luôn,,southern,,youtube:09L15hbpRhI,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Cần quê hưng nè song hỷ ơi ❤❤❤,,southern,,youtube:KVWpjzNAHQQ,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
nhanh lên sub nhở,,northern,,youtube:KVWpjzNAHQQ,,"{""northern"": 1, ""central"": 0, ""southern"": 0}"
"Tui thương cái vị miền Tây Bình dân, chơn chất lại đầy yêu thương Trên rừng, ngoài ruộng, dưới mương Con tôm, con cá, con lươn đậm đà Bữa cơm thèm lắm…khi xa…",,southern,,youtube:biU-kUkwl4w,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
buôn ba thành thị giờ nhìn lại dưới quê thấy sao yên bình . thấy sao thật thương quá trời ... ... nếu có cơ hội sau này về quê vẫn hơn .,,southern,,youtube:biU-kUkwl4w,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"Nhớ hồi nhỏ mới 7,8 tuổi là tui mò tôm cá giỏi lắm hồi trước sông cá tôm nhiều lắm chứ ko như bây giờ",,southern,,youtube:biU-kUkwl4w,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Món canh chua bông súng cá rô. Rồi cá rô kho tiêu thèm quá trời 😊😊❤❤,,southern,,youtube:biU-kUkwl4w,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"Tui đã ở Vị Thanh từ 1970-1975..., đã đi qua các quận, xã của tỉnh lỵ.., được thưởng thức những món ăn miền sông nước.., giờ xem lại cách thức làm các món ăn.. thêm rau sống nhiều loại.., thấy nhớ và thèm lắm !! Cám ơn những vị đã thực hiện chương trình nầy..",,southern,,youtube:biU-kUkwl4w,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"Tui đợi món ba khía muối cuối cùng cũng có, xưa giờ nghe nói ba khía muối chứ chưa nghe ba khía mắm bao giờ. Nhớ quê hương miền Tây mình quá, ở nước ngoài nhiều khi kiếm trái mướp , trái bầu , trái bí k ra ❤",,southern,,youtube:biU-kUkwl4w,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Chỗ tui có nộm ban cá nướng sôi ngũ sắc chẳm chéo cx ngon lắm nè ❤❤,,southern,,youtube:biU-kUkwl4w,,"{""northern"": 0, ""central"": 0, ""southern"": 2}"
ngon quá nè,,southern,,youtube:biU-kUkwl4w,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Mồi nhậu bén thât tôm luôc nhìn là chât lương ốc bươu 👍🇻🇳🇻🇳🇻🇳🇻🇳?Ai kêu tui đó cóbtui đây vào giao lưu với mấy lão tiền bối ?,,southern,,youtube:biU-kUkwl4w,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Tui la nguoi viet nam kay vo viet nam .khoi phan biet mieng nao het,,southern,,youtube:biU-kUkwl4w,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Có ai vừa xem vừa nuốt nước miếng giống tui k ?,,southern,,youtube:biU-kUkwl4w,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Miền tây của miền nam là tôm cá đầy sông đầy mương nhưng đó là hồi xưa kìa. Không thích nghe gọi miền tây là “ miền tây nam bộ” Dân miền tây thì sẽ tui ở miền tây ngắn gọn không có nói kiểu cs là “ tây nam bộ” Miền tây là miền tây Bỏ chữ nam bộ đi.,,southern,,youtube:biU-kUkwl4w,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"Nho miền Tây tui qua , canh dong lua dep qua , co rat nhieu moi an dong quê ngon tuyệt ❤",,southern,,youtube:H8p7cH81f-I,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"Xem kênh nầy là nhớ về kí ức xưa quê quá trời , ngày xưa quê mình nghèo lắm ...toàn đi bắt , hái về ăn",,southern,,youtube:H8p7cH81f-I,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Ngon quá thím ơi. Thím nói chuyện nhất định 1 cậu gọn ràng. Con thích cách thím nói chuyện nè. Chúc thím và gia đình được nhiều sức khỏe nhe. ❤️🥰🥰,,southern,,youtube:XwueEDmIw9g,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
tui cầm máy xem. mà còn nghe thơm mùi cơm mẽ cá đúi nữa đó ngon qua ́,,southern,,youtube:XwueEDmIw9g,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"Món cá đuối này ở quê mình cũng hay ăn nè, ngon lắm, tại ở chỗ mình gần biển đó🥰",,southern,,youtube:XwueEDmIw9g,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"Xin ba noi chi cach lam me di . Truc Mai dang thay rang nhung cung an du cac thu rau , gioi lam ! Mong rang cua TrMai mau mau "" tro lai theo con Tim nghen."" .",,southern,,youtube:XwueEDmIw9g,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
các bạn ơí tui nói thiệt nha.cá.nấu canh chua với rau ngổ ngon lắm đó các bạn ơí. nấu ăn thử đi,,southern,,youtube:XwueEDmIw9g,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
chào cả gia đình dể thuong nghen món ngon cuối tuần,,southern,,youtube:XwueEDmIw9g,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"Bỏ quên, tối coi bù nè",,southern,,youtube:XwueEDmIw9g,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Thích quá nè,,southern,,youtube:XwueEDmIw9g,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Ngon quá trời luôn 😊,,southern,,youtube:i7gEafrRqEo,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Chia sẻ rất ngon lắm nè cô bạn mình ơi like 👍✌️🌹🌹🌹😊😊,,southern,,youtube:i7gEafrRqEo,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Hấp dẫn quá trời luôn,,southern,,youtube:i7gEafrRqEo,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
