dialect,standard,region,sentiment,source,source_split,row_id
Ngồi quán nước chè vỉa hè làm điếu thuốc lào thấy cũng bình thường.,Ngồi quán nước chè vỉa hè làm điếu thuốc lào thấy cũng bình thường.,northern,neutral,synthetic,,36858
Ra đường tầm này tắc đường phát mệt lên được ấy nhờ.,Ra đường tầm này tắc đường phát mệt lên được ấy nhỉ.,northern,neutral,synthetic,,36859
Gói xôi sáng nay tăng giá thêm năm nghìn mà bé xíu.,Gói xôi sáng nay tăng giá thêm năm nghìn mà bé xíu.,northern,neutral,synthetic,,36860
Cầm cái điện thoại đọc báo một lúc là mỏi hết cả nhừ tay.,Cầm cái điện thoại đọc báo một lúc là mỏi hết cả nhừ tay.,northern,neutral,synthetic,,36861
Xem lịch thấy tháng này lắm việc tồn đọng phết.,Xem lịch thấy tháng này lắm việc tồn đọng phết.,northern,neutral,synthetic,,36862
Tối qua mất điện đâm ra lại phải đi ngủ sớm hơn mọi ngày.,Tối qua mất điện đâm ra lại phải đi ngủ sớm hơn mọi ngày.,northern,neutral,synthetic,,36863
Hôm nay ngồi làm báo cáo từ sáng đến giờ hoa cả mắt.,Hôm nay ngồi làm báo cáo từ sáng đến giờ hoa cả mắt.,northern,neutral,synthetic,,36864
Mang tiếng bảo dọn nhà mà từ chiều đến giờ vẫn nguyên.,Mang tiếng bảo dọn nhà mà từ chiều đến giờ vẫn nguyên.,northern,neutral,synthetic,,36865
Chỗ gửi xe ở đây tính ra cũng đắt đỏ phết đấy chứ.,Chỗ gửi xe ở đây tính ra cũng đắt đỏ phết đấy chứ.,northern,neutral,synthetic,,36866
Định bụng sang tuần đi cắt tóc mà cứ quên suốt.,Định bụng sang tuần đi cắt tóc mà cứ quên suốt.,northern,neutral,synthetic,,36867
Nhìn đống quần áo phơi ngoài ban công thế kia khó khô lắm.,Nhìn đống quần áo phơi ngoài ban công thế kia khó khô lắm.,northern,neutral,synthetic,,36868
Bảo ra đường mua bát phở mà cứ lất phất mưa phùn.,Bảo ra đường mua bát phở mà cứ lất phất mưa phùn.,northern,neutral,synthetic,,36869
Đợt này rau củ ngoài chợ đắt hơn hẳn hồi tháng trước.,Đợt này rau củ ngoài chợ đắt hơn hẳn hồi tháng trước.,northern,neutral,synthetic,,36870
Cuối tuần nào tranh thủ ngủ nướng đến trưa mới dậy được một hôm.,Cuối tuần nào tranh thủ ngủ nướng đến trưa mới dậy được một hôm.,northern,neutral,synthetic,,36871
Tính làm cốc cà phê sữa mà nghĩ lại sợ tối mất ngủ.,Tính làm cốc cà phê sữa mà nghĩ lại sợ tối mất ngủ.,northern,neutral,synthetic,,36872
Hôm nay đọc báo thấy bảo giá thịt lợn lại chững lại rồi.,Hôm nay đọc báo thấy bảo giá thịt lợn lại chững lại rồi.,northern,neutral,synthetic,,36873
Để tôi gửi file tài liệu này qua email cho bạn xem trước.,Để tôi gửi file tài liệu này qua email cho bạn xem trước.,northern,neutral,synthetic,,36874
Nhìn chậu hoa lan ở ban công hôm nay chớm nở một nụ.,Nhìn chậu hoa lan ở ban công hôm nay chớm nở một nụ.,northern,neutral,synthetic,,36875
Thỉnh thoảng mất điện giữa trưa hè nóng nực cực kỳ.,Thỉnh thoảng mất điện giữa trưa hè nóng nực cực kỳ.,northern,neutral,synthetic,,36876
Ra đường tầm này tắc nghẽn mệt phờ người ra chứ đùa đâu.,Ra đường tầm này tắc nghẽn mệt phờ người ra chứ đùa đâu.,northern,neutral,synthetic,,36877
Ngồi quán nước vỉa hè làm cốc trà đá với cái kẹo dồi là hợp lý nhất.,Ngồi quán nước vỉa hè làm cốc trà đá với cái kẹo dồi là hợp lý nhất.,northern,neutral,synthetic,,36878
Mấy nay đói kém nên toàn phải ăn cơm với lạc rang muối qua ngày.,Mấy nay đói kém nên toàn phải ăn cơm với lạc rang muối qua ngày.,northern,neutral,synthetic,,36879
Tính ra tháng này chi tiêu tốn kém phết chứ chả ít đâu.,Tính ra tháng này chi tiêu tốn kém phết chứ chẳng ít đâu.,northern,neutral,synthetic,,36880
Xem lịch thấy còn dăm bữa nữa là đến cuối tuần rồi đấy.,Xem lịch thấy còn dăm bữa nữa là đến cuối tuần rồi đấy.,northern,neutral,synthetic,,36881
"Chỗ này làm phở bò ăn tạm ổn, không đến nỗi nào đâu.","Chỗ này làm phở bò ăn tạm ổn, không đến nỗi nào đâu.",northern,neutral,synthetic,,36882
Tối nay định ra bờ hồ đi dạo hóng mát một tí cho khuây khỏa.,Tối nay định ra bờ hồ đi dạo hóng mát một tí cho khuây khỏa.,northern,neutral,synthetic,,36883
Nhà hết gạo từ hôm qua mà cứ quên bẵng đi chưa mua.,Nhà hết gạo từ hôm qua mà cứ quên bẵng đi chưa mua.,northern,neutral,synthetic,,36884
Đợi giặt xong mẻ quần áo này rồi tranh thủ quét dọn nhà cửa luôn.,Đợi giặt xong mẻ quần áo này rồi tranh thủ quét dọn nhà cửa luôn.,northern,neutral,synthetic,,36885
"Dạo này công việc cứ bình thường thế này thôi, chẳng có gì biến động.","Dạo này công việc cứ bình thường thế này thôi, chẳng có gì biến động.",northern,neutral,synthetic,,36886
Cái áo phông mua từ năm ngoái mà giặt mãi vẫn chả thấy hỏng.,Cái áo phông mua từ năm ngoái mà giặt mãi vẫn chẳng thấy hỏng.,northern,neutral,synthetic,,36887
Đi qua đoạn công viên thấy người ta tập thể dục đông phết.,Đi qua đoạn công viên thấy người ta tập thể dục đông phết.,northern,neutral,synthetic,,36888
Để bữa khác rảnh rỗi thì qua nhà ngồi uống nước trà xanh.,Để bữa khác rảnh rỗi thì qua nhà ngồi uống nước trà xanh.,northern,neutral,synthetic,,36889
"Ra đường độ này tắc nghẽn phát mệt, đi làm cứ phải đi sớm.","Ra đường độ này tắc nghẽn phát mệt, đi làm cứ phải đi sớm.",northern,neutral,synthetic,,36890
Quán này thấy bảo mới mở mà nhìn đông khách phết nhờ.,Quán này thấy bảo mới mở mà nhìn đông khách phết nhỉ.,northern,neutral,synthetic,,36891
Để đấy tí tao ra cửa hàng lấy nốt cái đơn hàng nhé.,Để đấy tí tao ra cửa hàng lấy nốt cái đơn hàng nhé.,northern,neutral,synthetic,,36892
Đợt này công việc dưới xưởng cũng bình thường chưa có gì mới.,Đợt này công việc dưới xưởng cũng bình thường chưa có gì mới.,northern,neutral,synthetic,,36893
Nhà bên cạnh hình như họ đang sửa lại cái khu bếp hay sao ấy.,Nhà bên cạnh hình như họ đang sửa lại cái khu bếp hay sao ấy.,northern,neutral,synthetic,,36894
Đi bộ ra chợ đầu phố mua cân cam với ít hành hoa.,Đi bộ ra chợ đầu phố mua cân cam với ít hành hoa.,northern,neutral,synthetic,,36895
Cái máy giặt nhà tớ dạo này vắt cứ kêu hơi to một tí.,Cái máy giặt nhà tớ dạo này vắt cứ kêu hơi to một tí.,northern,neutral,synthetic,,36896
Cuối tuần tranh thủ ở nhà dọn dẹp lại cái phòng khách.,Cuối tuần tranh thủ ở nhà dọn dẹp lại cái phòng khách.,northern,neutral,synthetic,,36897
Chỗ này gửi xe hình như mất năm nghìn một lượt thì phải.,Chỗ này gửi xe hình như mất năm nghìn một lượt thì phải.,northern,neutral,synthetic,,36898
Uống cốc trà đá xong thấy tỉnh hẳn người ra đấy chứ.,Uống cốc trà đá xong thấy tỉnh hẳn người ra đấy chứ.,northern,neutral,synthetic,,36899
Hôm nay cơ quan giao cho làm mấy cái báo cáo thống kê.,Hôm nay cơ quan giao cho làm mấy cái báo cáo thống kê.,northern,neutral,synthetic,,36900
Tầm chiều tối hay có mưa phùn nên đi đường phải cẩn thận.,Tầm chiều tối hay có mưa phùn nên đi đường phải cẩn thận.,northern,neutral,synthetic,,36901
Xem lịch thấy bảo tuần sau bắt đầu chuyển lạnh đấy.,Xem lịch thấy bảo tuần sau bắt đầu chuyển lạnh đấy.,northern,neutral,synthetic,,36902
Cây hoa giấy trước cửa nhà năm nay ra hoa muộn hơn.,Cây hoa giấy trước cửa nhà năm nay ra hoa muộn hơn.,northern,neutral,synthetic,,36903
"Mấy nay hàng quán cứ đông nghịt, tìm chỗ gửi xe mất khối thời gian.","Mấy nay hàng quán cứ đông nghịt, tìm chỗ gửi xe mất khối thời gian.",northern,neutral,synthetic,,36904
Xem lịch thấy tuần sau lại chuẩn bị đổi sang giờ mùa đông rồi đấy.,Xem lịch thấy tuần sau lại chuẩn bị đổi sang giờ mùa đông rồi đấy.,northern,neutral,synthetic,,36905
Tính mang cái quạt đi sửa mà lười chả buồn đem ra thợ.,Tính mang cái quạt đi sửa mà lười chẳng buồn đem ra thợ.,northern,neutral,synthetic,,36906
Cứ tầm này là ngoài phố lại đông nghịt người đi lại.,Cứ tầm này là ngoài phố lại đông nghịt người đi lại.,northern,neutral,synthetic,,36907
Hôm trước vừa thấy bán rẻ thế mà nay đã tăng giá rồi.,Hôm trước vừa thấy bán rẻ thế mà nay đã tăng giá rồi.,northern,neutral,synthetic,,36908
Tối nay nhà có mỗi hai bác cháu nên cứ nấu tạm ít cơm rau.,Tối nay nhà có mỗi hai bác cháu nên cứ nấu tạm ít cơm rau.,northern,neutral,synthetic,,36909
Tính mang con xe đi bảo dưỡng từ tuần trước mà cứ bận cuống lên.,Tính mang con xe đi bảo dưỡng từ tuần trước mà cứ bận cuống lên.,northern,neutral,synthetic,,36910
Cái áo phông mua từ năm ngoái năm nay giặt lại bị co thuột vào một tí.,Cái áo phông mua từ năm ngoái năm nay giặt lại bị co thụt vào một tí.,northern,neutral,synthetic,,36911
Ngồi lì ở bàn làm việc cả buổi sáng mỏi cả ê ẩm cả sống lưng.,Ngồi lì ở bàn làm việc cả buổi sáng mỏi cả ê ẩm cả sống lưng.,northern,neutral,synthetic,,36912
Tối nay tranh thủ ghé qua siêu thị khuân ít đồ thiết yếu về dùng dần.,Tối nay tranh thủ ghé qua siêu thị khuân ít đồ thiết yếu về dùng dần.,northern,neutral,synthetic,,36913
Cầm cái điện thoại lướt một lúc hóa ra đã gần hết toi buổi chiều rồi.,Cầm cái điện thoại lướt một lúc hóa ra đã gần hết toi buổi chiều rồi.,northern,neutral,synthetic,,36914
Mấy hôm nữa có chuyến đi công tác ngắn ngày ở mạn trên ấy nhỉ?,Mấy hôm nữa có chuyến đi công tác ngắn ngày ở mạn trên ấy nhỉ?,northern,neutral,synthetic,,36915
Pha ấm trà xanh đặc quánh ngồi nhâm nhi đọc dở cuốn sách còn hay hơn.,Pha ấm trà xanh đặc quánh ngồi nhâm nhi đọc dở cuốn sách còn hay hơn.,northern,neutral,synthetic,,36916
Nhìn chậu hoa giấy ngoài ban hành đợt này nở hoa đỏ rực cả góc.,Nhìn chậu hoa giấy ngoài ban công đợt này nở hoa đỏ rực cả góc.,northern,neutral,synthetic,,36917
Để tôi gửi file tài liệu này sang máy bên kia rồi kiểm tra lại xem sao.,Để tôi gửi file tài liệu này sang máy bên kia rồi kiểm tra lại xem sao.,northern,neutral,synthetic,,36918
Hôm qua hứa hẹn đủ điều mà sáng nay ngủ quên chả đi được đâu cả.,Hôm qua hứa hẹn đủ điều mà sáng nay ngủ quên chả đi được đâu cả.,northern,neutral,synthetic,,36919
Cái quạt trần ở phòng khách tự dưng hôm nay kêu cọt kẹt khó chịu ghê.,Cái quạt trần ở phòng khách tự dưng hôm nay kêu cọt kẹt khó chịu ghê.,northern,neutral,synthetic,,36920
Thấy bảo quán cà phê mới mở góc phố kia không gian cũng rộng rãi phết.,Thấy bảo quán cà phê mới mở góc phố kia không gian cũng rộng rãi phết.,northern,neutral,synthetic,,36921
Đứng chờ đèn đỏ mất mấy nhịp mà xe cộ cứ nối đuôi nhau dài dằng dặc.,Đứng chờ đèn đỏ mất mấy nhịp mà xe cộ cứ nối đuôi nhau dài dằng dặc.,northern,neutral,synthetic,,36922
Hôm qua đi làm qua đoạn ngã tư sở tắc đường phết.,Hôm qua đi làm qua đoạn ngã tư Sở tắc đường phết.,northern,neutral,synthetic,,36923
Cái áo này mặc thì ấm đấy nhưng mà hơi nặng người.,Cái áo này mặc thì ấm đấy nhưng mà hơi nặng người.,northern,neutral,synthetic,,36924
Nhà bên cạnh từ sáng sớm đã thấy lục đục chuyển đồ đi đâu ấy.,Nhà bên cạnh từ sáng sớm đã thấy lục đục chuyển đồ đi đâu ấy.,northern,neutral,synthetic,,36925
Thỉnh thoảng đổi gió sang món bún đậu mắm tôm ăn cũng thấy trôi miệng phết.,Thỉnh thoảng đổi gió sang món bún đậu mắm tôm ăn cũng thấy trôi miệng phết.,northern,neutral,synthetic,,36926
Tầm này đó bụng làm bát phở nóng hổi thì ấm bụng phải biết.,Tầm này đói bụng làm bát phở nóng hổi thì ấm bụng phải biết.,northern,neutral,synthetic,,36927
Nghe giang hồ đồn quán này đông khách lắm mà chưa có dịp tạt vào thử.,Ng nghe giang hồ đồn quán này đông khách lắm mà chưa có dịp tạt vào thử.,northern,neutral,synthetic,,36928
"Mấy nay hàng quán cứ tăng giá liên tục, mua gì cũng đắt.","Mấy nay hàng quán cứ tăng giá liên tục, mua gì cũng đắt.",northern,neutral,synthetic,,36929
Ra đường tầm này rét buốt tận xương tận thịt chứ đùa đâu.,Ra đường tầm này rét buốt tận xương tận thịt chứ đùa đâu.,northern,neutral,synthetic,,36930
Bình thường giờ này là tôi chợp mắt một tí rồi đấy.,Bình thường giờ này là tôi chợp mắt một tí rồi đấy.,northern,neutral,synthetic,,36931
Xem lịch thấy tuần sau có đợt không khí lạnh tăng cường về.,Xem lịch thấy tuần sau có đợt không khí lạnh tăng cường về.,northern,neutral,synthetic,,36932
Mang tiếng ở thủ đô bao nhiêu năm mà cái hồ Tây tôi còn chưa đi hết một vòng.,Mang tiếng ở thủ đô bao nhiêu năm mà cái hồ Tây tôi còn chưa đi hết một vòng.,northern,neutral,synthetic,,36933
Cái xe máy này cứ đến độ giời nồm là hay dở chứng khó nổ.,Cái xe máy này cứ đến độ trời nồm là hay dở chứng khó nổ.,northern,neutral,synthetic,,36934
Thằng cu nhà tôi năm nay vào lớp một mà nghịch như quỷ sứ.,Thằng cu nhà tôi năm nay vào lớp một mà nghịch như quỷ sứ.,northern,neutral,synthetic,,36935
Ra làm cốc trà đá ngắm phố phường qua lại cho thảnh thơi đầu óc.,Ra làm cốc trà đá ngắm phố phường qua lại cho thảnh thơi đầu óc.,northern,neutral,synthetic,,36936
Chỗ làm gần nhà thì tiện thật nhưng mà đi lại cũng chả được đổi gió mấy.,Chỗ làm gần nhà thì tiện thật nhưng mà đi lại cũng chẳng được đổi gió mấy.,northern,neutral,synthetic,,36937
"Tính ra năm nay trôi qua nhanh thật, nhắm mắt cái lại hết tháng.","Tính ra năm nay trôi qua nhanh thật, nhắm mắt cái lại hết tháng.",northern,neutral,synthetic,,36938
Thi thoảng cuối tuần cứ làm nồi lẩu riêu cua bắp bò là hợp lý nhất.,Thỉnh thoảng cuối tuần cứ làm nồi lẩu riêu cua bắp bò là hợp lý nhất.,northern,neutral,synthetic,,36939
Chiều qua vừa ra đầu ngõ làm bát phở bò mà thấy nhạt mồm nhạt miệng quá.,Chiều qua vừa ra đầu ngõ ăn bát phở bò mà thấy nhạt miệng quá.,northern,neutral,synthetic,,36940
Đang định sang nhà đứa bạn lấy ít tài liệu thì giời lạiổn ào mưa gió.,Đang định sang nhà đứa bạn lấy ít tài liệu thì trời lại mưa gió.,northern,neutral,synthetic,,36941
Thỉnh thoảng cuối tuần cứ làm dăm ba chén trà đá vỉa hè với mấy ông anh là hết ngày.,Thỉnh thoảng cuối tuần cứ uống dăm ba chén trà đá vỉa hè với mấy ông anh là hết ngày.,northern,neutral,synthetic,,36942
Hôm qua thức khuya xem bóng đá nên sáng nay ngáp ngắn ngáp dài.,Hôm qua thức khuya xem bóng đá nên sáng nay ngáp ngắn ngáp dài.,northern,neutral,synthetic,,36943
Tối nay nhà có mỗi đĩa đậu phụ lướt ván với bát canh dưa chua.,Tối nay nhà có mỗi đĩa đậu phụ lướt ván với bát canh dưa chua.,northern,neutral,synthetic,,36944
Cái áo phông này giặt máy mấy bận mà vẫn không thấy bị dão cổ.,Cái áo phông này giặt máy mấy lần mà vẫn không thấy bị dão cổ.,northern,neutral,synthetic,,36945
Thấy bảo quán phở này mở từ đời tám hoánh nào rồi mà giờ mới ăn thử.,Thấy bảo quán phở này mở từ đời tám hoánh nào rồi mà giờ mới ăn thử.,northern,neutral,synthetic,,36946
Chạy xe ngoài đường đoạn ngã tư lúc tan tầm cứ gọi là tắc nghẽn mệt mỏi.,Chạy xe ngoài đường đoạn ngã tư lúc tan tầm cứ gọi là tắc nghẽn mệt mỏi.,northern,neutral,synthetic,,36947
Hôm qua tranh thủ lúc mát trời dọn dẹp lại căn phòng một lượt.,Hôm qua tranh thủ lúc mát trời dọn dẹp lại căn phòng một lượt.,northern,neutral,synthetic,,36948
Gạo đợt này mua ở cửa hàng quen ăn vẫn dẻo và thơm như dạo trước.,Gạo đợt này mua ở cửa hàng quen ăn vẫn dẻo và thơm như dạo trước.,northern,neutral,synthetic,,36949
Chẳng mấy khi có dịp rảnh rỗi ngồi đọc liền mấy chương sách.,Chẳng mấy khi có dịp rảnh rỗi ngồi đọc liền mấy chương sách.,northern,neutral,synthetic,,36950
Nhìn đồng hồ mới hay là đã gần tối mịt rồi đấy.,Nhìn đồng hồ mới hay là đã gần tối mịt rồi đấy.,northern,neutral,synthetic,,36951
Ra chợ mua ít rau xanh với lạng thịt về chuẩn bị bữa cơm tối thôi.,Ra chợ mua ít rau xanh với lạng thịt về chuẩn bị bữa cơm tối thôi.,northern,neutral,synthetic,,36952
Đợt này công việc dưới cơ quan cứ xoay như chong chóng ấy.,Đợt này công việc dưới cơ quan cứ xoay như chong chóng ấy.,northern,neutral,synthetic,,36953
Để mai thong thả rồi tôi sang đưa cái tài liệu này cho.,Để mai thong thả rồi tôi sang đưa cái tài liệu này cho.,northern,neutral,synthetic,,36954
Tìm hoài mới thấy cái điều khiển tivi giấu dưới đệm ghế.,Tìm hoài mới thấy cái điều khiển tivi giấu dưới đệm ghế.,northern,neutral,synthetic,,36955
Chuyến xe buýt hôm nay chạy nhanh hơn mọi ngày chục phút.,Chuyến xe buýt hôm nay chạy nhanh hơn mọi ngày chục phút.,northern,neutral,synthetic,,36956
Thỉnh thoảng cuối tuần cứ ở nhà luộc con gà cúng rằm cũng thanh tịnh.,Thỉnh thoảng cuối tuần cứ ở nhà luộc con gà cúng rằm cũng thanh tịnh.,northern,neutral,synthetic,,36957
Ngồi quán nước chè vỉa hè làm điếu thuốc lào với cái kẹo lạc là hết buổi chiều.,Ngồi quán nước chè vỉa hè hút điếu thuốc lào với cái kẹo lạc là hết buổi chiều.,northern,neutral,synthetic,,36958
Định đi chợ mua ít rau muống về luộc mà trời lại lất phất mưa.,Định đi chợ mua ít rau muống về luộc mà trời lại lất phất mưa.,northern,neutral,synthetic,,36959
"Tầm này cuối tháng thợ thuyền đói kém, ngồi đếm tiền trong ví mà chán.","Tầm này cuối tháng thợ thuyền đói kém, ngồi đếm tiền trong ví mà chán.",northern,neutral,synthetic,,36960
Nay tắc đường đoạn ngã tư sở mất toi nửa tiếng đồng hồ.,Hôm nay tắc đường đoạn ngã tư sở mất toi nửa tiếng đồng hồ.,northern,neutral,synthetic,,36961
Mạng mẽo kiểu gì mà từ chiều đến giờ cứ chập chờn chán thế không biết.,Mạng mẽo kiểu gì mà từ chiều đến giờ cứ chập chờn chán thế không biết.,northern,neutral,synthetic,,36962
Nhà hết gạo từ hôm qua mà cứ quên béng đi mất chưa tạt vào mua.,Nhà hết gạo từ hôm qua mà cứ quên béng đi mất chưa tạt vào mua.,northern,neutral,synthetic,,36963
Xem lịch thấy bảo cuối tuần này trời đổ mưa rét đậm đấy các bác ạ.,Xem lịch thấy bảo cuối tuần này trời đổ mưa rét đậm đấy các bác ạ.,northern,neutral,synthetic,,36964
"Dạo này công việc cứ quay như chong chóng, mệt phờ cả người ra.","Dạo này công việc cứ quay như chong chóng, mệt phờ cả người ra.",northern,neutral,synthetic,,36965
Công nhận dạo này thời tiết thay đổi làm người cứ ê ẩm.,Công nhận dạo này thời tiết thay đổi làm người cứ ê ẩm.,northern,neutral,synthetic,,36966
Tối nay nhà ăn cơm với đậu phụ rán với canh rau ngót.,Tối nay nhà ăn cơm với đậu phụ rán với canh rau ngót.,northern,neutral,synthetic,,36967
Thỉnh thoảng cuối tuần cứ ở nhà thu dọn góc làm việc.,Thỉnh thoảng cuối tuần cứ ở nhà thu dọn góc làm việc.,northern,neutral,synthetic,,36968
Ra chợ mua cân cam mà người ta tính đắt phết.,Ra chợ mua cân cam mà người ta tính đắt phết.,northern,neutral,synthetic,,36969
Bộ phim hôm nọ xem đoạn cuối cứ lơ lửng thế nào ấy.,Bộ phim hôm nọ xem đoạn cuối cứ lơ lửng thế nào ấy.,northern,neutral,synthetic,,36970
Thấy bảo quán phở góc phố ấy chuyển đi rồi cơ mà.,Thấy bảo quán phở góc phố ấy chuyển đi rồi cơ mà.,northern,neutral,synthetic,,36971
Mấy hôm nữa chắc phải mang xe đi bảo dưỡng thôi.,Mấy hôm nữa chắc phải mang xe đi bảo dưỡng thôi.,northern,neutral,synthetic,,36972
Ngồi gấp quần áo cả buổi chiều mà vẫn chưa xong mấy sọt.,Ngồi gấp quần áo cả buổi chiều mà vẫn chưa xong mấy sọt.,northern,neutral,synthetic,,36973
Đọc quyển sách mua từ năm ngoái mà mãi chưa đọc hết.,Đọc quyển sách mua từ năm ngoái mà mãi chưa đọc hết.,northern,neutral,synthetic,,36974
Mai khéo lại phải mặc áo khoác mỏng đi làm đấy.,Mai khéo lại phải mặc áo khoác mỏng đi làm đấy.,northern,neutral,synthetic,,36975
Bình thường giờ này là tôi hay ra sân tập thể dục rồi.,Bình thường giờ này là tôi hay ra sân tập thể dục rồi.,northern,neutral,synthetic,,36976
Mấy chậu hoa ở ban công dạo này tưới nước đều nên xanh phết.,Mấy chậu hoa ở ban công dạo này tưới nước đều nên xanh phết.,northern,neutral,synthetic,,36977
Vừa pha cốc trà ấm ngồi nhấm nháp xem tin tức tí.,Vừa pha cốc trà ấm ngồi nhấm nháp xem tin tức tí.,northern,neutral,synthetic,,36978
Tìm mãi mới thấy cái chìa khóa để quên ở góc tủ.,Tìm mãi mới thấy cái chìa khóa để quên ở góc tủ.,northern,neutral,synthetic,,36979
Lâu lắm rồi mới thấy tuyến đường này tắc vào giờ tan tầm.,Lâu lắm rồi mới thấy tuyến đường này tắc vào giờ tan tầm.,northern,neutral,synthetic,,36980
Đang định sang nhà đứa bạn lấy ít đồ mà trời lại mưa.,Đang định sang nhà đứa bạn lấy ít đồ mà trời lại mưa.,northern,neutral,synthetic,,36981
Chiều qua vừa ra quán nước cạnh hồ ngồi một lúc.,Chiều qua vừa ra quán nước cạnh hồ ngồi một lúc.,northern,neutral,synthetic,,36982
Đang định đi ra chợ mua ít thức ăn thì lại đổ mưa phùn.,Đang định đi ra chợ mua ít thức ăn thì lại đổ mưa phùn.,northern,neutral,synthetic,,36983
Tối nay nhà ăn mỗi đậu rán với canh rau ngót thôi.,Tối nay nhà ăn mỗi đậu rán với canh rau ngót thôi.,northern,neutral,synthetic,,36984
Ngồi xem ti vi một lúc mà đã thấy gần hết buổi tối rồi.,Ngồi xem ti vi một lúc mà đã thấy gần hết buổi tối rồi.,northern,neutral,synthetic,,36985
Hôm qua vừa mua mớ rau muống mà sáng nay đã thấy hơi úa.,Hôm qua vừa mua mớ rau muống mà sáng nay đã thấy hơi úa.,northern,neutral,synthetic,,36986
"Đợi mãi mới thấy xe buýt đến, đứng chân tê cả lại.","Đợi mãi mới thấy xe buýt đến, đứng chân tê cả lại.",northern,neutral,synthetic,,36987
Để đấy lát nữa tôi dọn sau chứ giờ đang bận tí việc.,Để đấy lát nữa tôi dọn sau chứ giờ đang bận tí việc.,northern,neutral,synthetic,,36988
Mấy hôm nữa chắc phải mang quần áo ra tiệm giặt là thôi.,Mấy hôm nữa chắc phải mang quần áo ra tiệm giặt là thôi.,northern,neutral,synthetic,,36989
Xem thời tiết bảo cuối tuần có khi đổ mưa đấy.,Xem thời tiết bảo cuối tuần có khi đổ mưa đấy.,northern,neutral,synthetic,,36990
Cái áo này mặc thì ấm thật nhưng hơi nặng người.,Cái áo này mặc thì ấm thật nhưng hơi nặng người.,northern,neutral,synthetic,,36991
Sáng ra làm bát phở nóng là tỉnh cả người ra.,Sáng ra làm bát phở nóng là tỉnh cả người ra.,northern,neutral,synthetic,,36992
Tính ra tháng này tiền điện lại tăng lên một ít rồi.,Tính ra tháng này tiền điện lại tăng lên một ít rồi.,northern,neutral,synthetic,,36993
Thỉnh thoảng cuối tuần cứ ở nhà ngủ bù cũng thích.,Thỉnh thoảng cuối tuần cứ ở nhà ngủ bù cũng thích.,northern,neutral,synthetic,,36994
Cầm cái điện thoại đọc báo một lúc là mỏi hết cả mắt.,Cầm cái điện thoại đọc báo một lúc là mỏi hết cả mắt.,northern,neutral,synthetic,,36995
Góc phố nhà bên cạnh vừa mở lại hàng nước chè kìa.,Góc phố nhà bên cạnh vừa mở lại hàng nước chè kìa.,northern,neutral,synthetic,,36996
Mua cân cam về mà ăn thấy nhạt thếch chẳng có vị gì.,Mua cân cam về mà ăn thấy nhạt thếch chẳng có vị gì.,northern,neutral,synthetic,,36997
Cái bàn phím dùng lâu ngày giờ bấm cứ bị rít lên.,Cái bàn phím dùng lâu ngày giờ bấm cứ bị rít lên.,northern,neutral,synthetic,,36998
Gửi bưu phẩm ra ngoại thành mất tầm hai ba ngày gì đấy.,Gửi bưu phẩm ra ngoại thành mất tầm hai ba ngày gì đấy.,northern,neutral,synthetic,,36999
"Mấy nay hàng quán cứ đông nghịt, chả biết có ngon thật không nữa.","Mấy nay hàng quán cứ đông nghịt, chả biết có ngon thật không nữa.",northern,neutral,synthetic,,37000
Định ra đường mà nhìn nắng thế này lại thôi ở nhà cho lành.,Định ra đường mà nhìn nắng thế này lại thôi ở nhà cho lành.,northern,neutral,synthetic,,37001
Con phở ở góc phố này công nhận ăn được phết đấy chứ.,Quán phở ở góc phố này công nhận ăn được phết đấy chứ.,northern,neutral,synthetic,,37002
Đứng đợi xe buýt một lúc mà chưa thấy chuyến nào qua cả.,Đứng đợi xe buýt một lúc mà chưa thấy chuyến nào qua cả.,northern,neutral,synthetic,,37003
Cái áo phông này giặt máy mấy lần mà vẫn thấy đứng dáng phết.,Cái áo phông này giặt máy mấy lần mà vẫn thấy đứng dáng phết.,northern,neutral,synthetic,,37004
Xem lịch thấy tháng sau là đến giỗ cụ rồi đấy.,Xem lịch thấy tháng sau là đến giỗ cụ rồi đấy.,northern,neutral,synthetic,,37005
Mấy bác thợ xây làm đoạn đường trước cửa nhanh thật đấy.,Mấy bác thợ xây làm đoạn đường trước cửa nhanh thật đấy.,northern,neutral,synthetic,,37006
Ra vườn ngắm mấy khóm hoa hồng xem có nụ nào chưa nào.,Ra vườn ngắm mấy khóm hoa hồng xem có nụ nào chưa nào.,northern,neutral,synthetic,,37007
Cầm cái điện thoại đọc báo một lúc mà đã hết veo buổi sáng.,Cầm cái điện thoại đọc báo một lúc mà đã hết veo buổi sáng.,northern,neutral,synthetic,,37008
Chỗ gửi xe ở siêu thị này hôm nào đông khách là chật cứng.,Chỗ gửi xe ở siêu thị này hôm nào đông khách là chật cứng.,northern,neutral,synthetic,,37009
Thỉnh thoảng cuối tuần lại thấy mấy đứa trẻ con tụ tập đá bóng ở sân.,Thỉnh thoảng cuối tuần lại thấy mấy đứa trẻ con tụ tập đá bóng ở sân.,northern,neutral,synthetic,,37010
Nhìn đồng hồ hóa ra đã gần trưa rồi mà chưa chuẩn bị cơm nước gì.,Nhìn đồng hồ hóa ra đã gần trưa rồi mà chưa chuẩn bị cơm nước gì.,northern,neutral,synthetic,,37011
