dialect,standard,region,sentiment,source,source_split
Pha ấm trà xanh đặc quánh ngồi nhâm nhi đọc dở cuốn sách còn hay hơn.,Pha ấm trà xanh đặc quánh ngồi nhâm nhi đọc dở cuốn sách còn hay hơn.,northern,neutral,synthetic,
Nhìn chậu hoa giấy ngoài ban hành đợt này nở hoa đỏ rực cả góc.,Nhìn chậu hoa giấy ngoài ban công đợt này nở hoa đỏ rực cả góc.,northern,neutral,synthetic,
Để tôi gửi file tài liệu này sang máy bên kia rồi kiểm tra lại xem sao.,Để tôi gửi file tài liệu này sang máy bên kia rồi kiểm tra lại xem sao.,northern,neutral,synthetic,
Hôm qua hứa hẹn đủ điều mà sáng nay ngủ quên chả đi được đâu cả.,Hôm qua hứa hẹn đủ điều mà sáng nay ngủ quên chả đi được đâu cả.,northern,neutral,synthetic,
Cái quạt trần ở phòng khách tự dưng hôm nay kêu cọt kẹt khó chịu ghê.,Cái quạt trần ở phòng khách tự dưng hôm nay kêu cọt kẹt khó chịu ghê.,northern,neutral,synthetic,
Thấy bảo quán cà phê mới mở góc phố kia không gian cũng rộng rãi phết.,Thấy bảo quán cà phê mới mở góc phố kia không gian cũng rộng rãi phết.,northern,neutral,synthetic,
Đứng chờ đèn đỏ mất mấy nhịp mà xe cộ cứ nối đuôi nhau dài dằng dặc.,Đứng chờ đèn đỏ mất mấy nhịp mà xe cộ cứ nối đuôi nhau dài dằng dặc.,northern,neutral,synthetic,
Hôm qua đi làm qua đoạn ngã tư sở tắc đường phết.,Hôm qua đi làm qua đoạn ngã tư Sở tắc đường phết.,northern,neutral,synthetic,
Cái áo này mặc thì ấm đấy nhưng mà hơi nặng người.,Cái áo này mặc thì ấm đấy nhưng mà hơi nặng người.,northern,neutral,synthetic,
Nhà bên cạnh từ sáng sớm đã thấy lục đục chuyển đồ đi đâu ấy.,Nhà bên cạnh từ sáng sớm đã thấy lục đục chuyển đồ đi đâu ấy.,northern,neutral,synthetic,
Thỉnh thoảng đổi gió sang món bún đậu mắm tôm ăn cũng thấy trôi miệng phết.,Thỉnh thoảng đổi gió sang món bún đậu mắm tôm ăn cũng thấy trôi miệng phết.,northern,neutral,synthetic,
Tầm này đó bụng làm bát phở nóng hổi thì ấm bụng phải biết.,Tầm này đói bụng làm bát phở nóng hổi thì ấm bụng phải biết.,northern,neutral,synthetic,
Nghe giang hồ đồn quán này đông khách lắm mà chưa có dịp tạt vào thử.,Ng nghe giang hồ đồn quán này đông khách lắm mà chưa có dịp tạt vào thử.,northern,neutral,synthetic,
"Mấy nay hàng quán cứ tăng giá liên tục, mua gì cũng đắt.","Mấy nay hàng quán cứ tăng giá liên tục, mua gì cũng đắt.",northern,neutral,synthetic,
Ra đường tầm này rét buốt tận xương tận thịt chứ đùa đâu.,Ra đường tầm này rét buốt tận xương tận thịt chứ đùa đâu.,northern,neutral,synthetic,
Bình thường giờ này là tôi chợp mắt một tí rồi đấy.,Bình thường giờ này là tôi chợp mắt một tí rồi đấy.,northern,neutral,synthetic,
Xem lịch thấy tuần sau có đợt không khí lạnh tăng cường về.,Xem lịch thấy tuần sau có đợt không khí lạnh tăng cường về.,northern,neutral,synthetic,
Mang tiếng ở thủ đô bao nhiêu năm mà cái hồ Tây tôi còn chưa đi hết một vòng.,Mang tiếng ở thủ đô bao nhiêu năm mà cái hồ Tây tôi còn chưa đi hết một vòng.,northern,neutral,synthetic,
Cái xe máy này cứ đến độ giời nồm là hay dở chứng khó nổ.,Cái xe máy này cứ đến độ trời nồm là hay dở chứng khó nổ.,northern,neutral,synthetic,
Thằng cu nhà tôi năm nay vào lớp một mà nghịch như quỷ sứ.,Thằng cu nhà tôi năm nay vào lớp một mà nghịch như quỷ sứ.,northern,neutral,synthetic,
Ra làm cốc trà đá ngắm phố phường qua lại cho thảnh thơi đầu óc.,Ra làm cốc trà đá ngắm phố phường qua lại cho thảnh thơi đầu óc.,northern,neutral,synthetic,
Chỗ làm gần nhà thì tiện thật nhưng mà đi lại cũng chả được đổi gió mấy.,Chỗ làm gần nhà thì tiện thật nhưng mà đi lại cũng chẳng được đổi gió mấy.,northern,neutral,synthetic,
"Tính ra năm nay trôi qua nhanh thật, nhắm mắt cái lại hết tháng.","Tính ra năm nay trôi qua nhanh thật, nhắm mắt cái lại hết tháng.",northern,neutral,synthetic,
Thi thoảng cuối tuần cứ làm nồi lẩu riêu cua bắp bò là hợp lý nhất.,Thỉnh thoảng cuối tuần cứ làm nồi lẩu riêu cua bắp bò là hợp lý nhất.,northern,neutral,synthetic,
Chiều qua vừa ra đầu ngõ làm bát phở bò mà thấy nhạt mồm nhạt miệng quá.,Chiều qua vừa ra đầu ngõ ăn bát phở bò mà thấy nhạt miệng quá.,northern,neutral,synthetic,
Đang định sang nhà đứa bạn lấy ít tài liệu thì giời lạiổn ào mưa gió.,Đang định sang nhà đứa bạn lấy ít tài liệu thì trời lại mưa gió.,northern,neutral,synthetic,
Thỉnh thoảng cuối tuần cứ làm dăm ba chén trà đá vỉa hè với mấy ông anh là hết ngày.,Thỉnh thoảng cuối tuần cứ uống dăm ba chén trà đá vỉa hè với mấy ông anh là hết ngày.,northern,neutral,synthetic,
Hôm qua thức khuya xem bóng đá nên sáng nay ngáp ngắn ngáp dài.,Hôm qua thức khuya xem bóng đá nên sáng nay ngáp ngắn ngáp dài.,northern,neutral,synthetic,
Tối nay nhà có mỗi đĩa đậu phụ lướt ván với bát canh dưa chua.,Tối nay nhà có mỗi đĩa đậu phụ lướt ván với bát canh dưa chua.,northern,neutral,synthetic,
Cái áo phông này giặt máy mấy bận mà vẫn không thấy bị dão cổ.,Cái áo phông này giặt máy mấy lần mà vẫn không thấy bị dão cổ.,northern,neutral,synthetic,
Thấy bảo quán phở này mở từ đời tám hoánh nào rồi mà giờ mới ăn thử.,Thấy bảo quán phở này mở từ đời tám hoánh nào rồi mà giờ mới ăn thử.,northern,neutral,synthetic,
Chạy xe ngoài đường đoạn ngã tư lúc tan tầm cứ gọi là tắc nghẽn mệt mỏi.,Chạy xe ngoài đường đoạn ngã tư lúc tan tầm cứ gọi là tắc nghẽn mệt mỏi.,northern,neutral,synthetic,
Hôm qua tranh thủ lúc mát trời dọn dẹp lại căn phòng một lượt.,Hôm qua tranh thủ lúc mát trời dọn dẹp lại căn phòng một lượt.,northern,neutral,synthetic,
Gạo đợt này mua ở cửa hàng quen ăn vẫn dẻo và thơm như dạo trước.,Gạo đợt này mua ở cửa hàng quen ăn vẫn dẻo và thơm như dạo trước.,northern,neutral,synthetic,
Chẳng mấy khi có dịp rảnh rỗi ngồi đọc liền mấy chương sách.,Chẳng mấy khi có dịp rảnh rỗi ngồi đọc liền mấy chương sách.,northern,neutral,synthetic,
Nhìn đồng hồ mới hay là đã gần tối mịt rồi đấy.,Nhìn đồng hồ mới hay là đã gần tối mịt rồi đấy.,northern,neutral,synthetic,
Ra chợ mua ít rau xanh với lạng thịt về chuẩn bị bữa cơm tối thôi.,Ra chợ mua ít rau xanh với lạng thịt về chuẩn bị bữa cơm tối thôi.,northern,neutral,synthetic,
Đợt này công việc dưới cơ quan cứ xoay như chong chóng ấy.,Đợt này công việc dưới cơ quan cứ xoay như chong chóng ấy.,northern,neutral,synthetic,
Để mai thong thả rồi tôi sang đưa cái tài liệu này cho.,Để mai thong thả rồi tôi sang đưa cái tài liệu này cho.,northern,neutral,synthetic,
Tìm hoài mới thấy cái điều khiển tivi giấu dưới đệm ghế.,Tìm hoài mới thấy cái điều khiển tivi giấu dưới đệm ghế.,northern,neutral,synthetic,
Chuyến xe buýt hôm nay chạy nhanh hơn mọi ngày chục phút.,Chuyến xe buýt hôm nay chạy nhanh hơn mọi ngày chục phút.,northern,neutral,synthetic,
Thỉnh thoảng cuối tuần cứ ở nhà luộc con gà cúng rằm cũng thanh tịnh.,Thỉnh thoảng cuối tuần cứ ở nhà luộc con gà cúng rằm cũng thanh tịnh.,northern,neutral,synthetic,
Ngồi quán nước chè vỉa hè làm điếu thuốc lào với cái kẹo lạc là hết buổi chiều.,Ngồi quán nước chè vỉa hè hút điếu thuốc lào với cái kẹo lạc là hết buổi chiều.,northern,neutral,synthetic,
Định đi chợ mua ít rau muống về luộc mà trời lại lất phất mưa.,Định đi chợ mua ít rau muống về luộc mà trời lại lất phất mưa.,northern,neutral,synthetic,
"Tầm này cuối tháng thợ thuyền đói kém, ngồi đếm tiền trong ví mà chán.","Tầm này cuối tháng thợ thuyền đói kém, ngồi đếm tiền trong ví mà chán.",northern,neutral,synthetic,
Nay tắc đường đoạn ngã tư sở mất toi nửa tiếng đồng hồ.,Hôm nay tắc đường đoạn ngã tư sở mất toi nửa tiếng đồng hồ.,northern,neutral,synthetic,
Mạng mẽo kiểu gì mà từ chiều đến giờ cứ chập chờn chán thế không biết.,Mạng mẽo kiểu gì mà từ chiều đến giờ cứ chập chờn chán thế không biết.,northern,neutral,synthetic,
Nhà hết gạo từ hôm qua mà cứ quên béng đi mất chưa tạt vào mua.,Nhà hết gạo từ hôm qua mà cứ quên béng đi mất chưa tạt vào mua.,northern,neutral,synthetic,
Xem lịch thấy bảo cuối tuần này trời đổ mưa rét đậm đấy các bác ạ.,Xem lịch thấy bảo cuối tuần này trời đổ mưa rét đậm đấy các bác ạ.,northern,neutral,synthetic,
"Dạo này công việc cứ quay như chong chóng, mệt phờ cả người ra.","Dạo này công việc cứ quay như chong chóng, mệt phờ cả người ra.",northern,neutral,synthetic,
Công nhận dạo này thời tiết thay đổi làm người cứ ê ẩm.,Công nhận dạo này thời tiết thay đổi làm người cứ ê ẩm.,northern,neutral,synthetic,
Tối nay nhà ăn cơm với đậu phụ rán với canh rau ngót.,Tối nay nhà ăn cơm với đậu phụ rán với canh rau ngót.,northern,neutral,synthetic,
Thỉnh thoảng cuối tuần cứ ở nhà thu dọn góc làm việc.,Thỉnh thoảng cuối tuần cứ ở nhà thu dọn góc làm việc.,northern,neutral,synthetic,
Ra chợ mua cân cam mà người ta tính đắt phết.,Ra chợ mua cân cam mà người ta tính đắt phết.,northern,neutral,synthetic,
Bộ phim hôm nọ xem đoạn cuối cứ lơ lửng thế nào ấy.,Bộ phim hôm nọ xem đoạn cuối cứ lơ lửng thế nào ấy.,northern,neutral,synthetic,
Thấy bảo quán phở góc phố ấy chuyển đi rồi cơ mà.,Thấy bảo quán phở góc phố ấy chuyển đi rồi cơ mà.,northern,neutral,synthetic,
Mấy hôm nữa chắc phải mang xe đi bảo dưỡng thôi.,Mấy hôm nữa chắc phải mang xe đi bảo dưỡng thôi.,northern,neutral,synthetic,
Ngồi gấp quần áo cả buổi chiều mà vẫn chưa xong mấy sọt.,Ngồi gấp quần áo cả buổi chiều mà vẫn chưa xong mấy sọt.,northern,neutral,synthetic,
Đọc quyển sách mua từ năm ngoái mà mãi chưa đọc hết.,Đọc quyển sách mua từ năm ngoái mà mãi chưa đọc hết.,northern,neutral,synthetic,
Mai khéo lại phải mặc áo khoác mỏng đi làm đấy.,Mai khéo lại phải mặc áo khoác mỏng đi làm đấy.,northern,neutral,synthetic,
Bình thường giờ này là tôi hay ra sân tập thể dục rồi.,Bình thường giờ này là tôi hay ra sân tập thể dục rồi.,northern,neutral,synthetic,
Mấy chậu hoa ở ban công dạo này tưới nước đều nên xanh phết.,Mấy chậu hoa ở ban công dạo này tưới nước đều nên xanh phết.,northern,neutral,synthetic,
Vừa pha cốc trà ấm ngồi nhấm nháp xem tin tức tí.,Vừa pha cốc trà ấm ngồi nhấm nháp xem tin tức tí.,northern,neutral,synthetic,
Tìm mãi mới thấy cái chìa khóa để quên ở góc tủ.,Tìm mãi mới thấy cái chìa khóa để quên ở góc tủ.,northern,neutral,synthetic,
Lâu lắm rồi mới thấy tuyến đường này tắc vào giờ tan tầm.,Lâu lắm rồi mới thấy tuyến đường này tắc vào giờ tan tầm.,northern,neutral,synthetic,
Đang định sang nhà đứa bạn lấy ít đồ mà trời lại mưa.,Đang định sang nhà đứa bạn lấy ít đồ mà trời lại mưa.,northern,neutral,synthetic,
Chiều qua vừa ra quán nước cạnh hồ ngồi một lúc.,Chiều qua vừa ra quán nước cạnh hồ ngồi một lúc.,northern,neutral,synthetic,
Đang định đi ra chợ mua ít thức ăn thì lại đổ mưa phùn.,Đang định đi ra chợ mua ít thức ăn thì lại đổ mưa phùn.,northern,neutral,synthetic,
Tối nay nhà ăn mỗi đậu rán với canh rau ngót thôi.,Tối nay nhà ăn mỗi đậu rán với canh rau ngót thôi.,northern,neutral,synthetic,
Ngồi xem ti vi một lúc mà đã thấy gần hết buổi tối rồi.,Ngồi xem ti vi một lúc mà đã thấy gần hết buổi tối rồi.,northern,neutral,synthetic,
Hôm qua vừa mua mớ rau muống mà sáng nay đã thấy hơi úa.,Hôm qua vừa mua mớ rau muống mà sáng nay đã thấy hơi úa.,northern,neutral,synthetic,
"Đợi mãi mới thấy xe buýt đến, đứng chân tê cả lại.","Đợi mãi mới thấy xe buýt đến, đứng chân tê cả lại.",northern,neutral,synthetic,
Để đấy lát nữa tôi dọn sau chứ giờ đang bận tí việc.,Để đấy lát nữa tôi dọn sau chứ giờ đang bận tí việc.,northern,neutral,synthetic,
Mấy hôm nữa chắc phải mang quần áo ra tiệm giặt là thôi.,Mấy hôm nữa chắc phải mang quần áo ra tiệm giặt là thôi.,northern,neutral,synthetic,
Xem thời tiết bảo cuối tuần có khi đổ mưa đấy.,Xem thời tiết bảo cuối tuần có khi đổ mưa đấy.,northern,neutral,synthetic,
Cái áo này mặc thì ấm thật nhưng hơi nặng người.,Cái áo này mặc thì ấm thật nhưng hơi nặng người.,northern,neutral,synthetic,
Sáng ra làm bát phở nóng là tỉnh cả người ra.,Sáng ra làm bát phở nóng là tỉnh cả người ra.,northern,neutral,synthetic,
Tính ra tháng này tiền điện lại tăng lên một ít rồi.,Tính ra tháng này tiền điện lại tăng lên một ít rồi.,northern,neutral,synthetic,
Thỉnh thoảng cuối tuần cứ ở nhà ngủ bù cũng thích.,Thỉnh thoảng cuối tuần cứ ở nhà ngủ bù cũng thích.,northern,neutral,synthetic,
Cầm cái điện thoại đọc báo một lúc là mỏi hết cả mắt.,Cầm cái điện thoại đọc báo một lúc là mỏi hết cả mắt.,northern,neutral,synthetic,
Góc phố nhà bên cạnh vừa mở lại hàng nước chè kìa.,Góc phố nhà bên cạnh vừa mở lại hàng nước chè kìa.,northern,neutral,synthetic,
Mua cân cam về mà ăn thấy nhạt thếch chẳng có vị gì.,Mua cân cam về mà ăn thấy nhạt thếch chẳng có vị gì.,northern,neutral,synthetic,
Cái bàn phím dùng lâu ngày giờ bấm cứ bị rít lên.,Cái bàn phím dùng lâu ngày giờ bấm cứ bị rít lên.,northern,neutral,synthetic,
Gửi bưu phẩm ra ngoại thành mất tầm hai ba ngày gì đấy.,Gửi bưu phẩm ra ngoại thành mất tầm hai ba ngày gì đấy.,northern,neutral,synthetic,
"Mấy nay hàng quán cứ đông nghịt, chả biết có ngon thật không nữa.","Mấy nay hàng quán cứ đông nghịt, chả biết có ngon thật không nữa.",northern,neutral,synthetic,
Định ra đường mà nhìn nắng thế này lại thôi ở nhà cho lành.,Định ra đường mà nhìn nắng thế này lại thôi ở nhà cho lành.,northern,neutral,synthetic,
Con phở ở góc phố này công nhận ăn được phết đấy chứ.,Quán phở ở góc phố này công nhận ăn được phết đấy chứ.,northern,neutral,synthetic,
Đứng đợi xe buýt một lúc mà chưa thấy chuyến nào qua cả.,Đứng đợi xe buýt một lúc mà chưa thấy chuyến nào qua cả.,northern,neutral,synthetic,
Cái áo phông này giặt máy mấy lần mà vẫn thấy đứng dáng phết.,Cái áo phông này giặt máy mấy lần mà vẫn thấy đứng dáng phết.,northern,neutral,synthetic,
Xem lịch thấy tháng sau là đến giỗ cụ rồi đấy.,Xem lịch thấy tháng sau là đến giỗ cụ rồi đấy.,northern,neutral,synthetic,
Mấy bác thợ xây làm đoạn đường trước cửa nhanh thật đấy.,Mấy bác thợ xây làm đoạn đường trước cửa nhanh thật đấy.,northern,neutral,synthetic,
Ra vườn ngắm mấy khóm hoa hồng xem có nụ nào chưa nào.,Ra vườn ngắm mấy khóm hoa hồng xem có nụ nào chưa nào.,northern,neutral,synthetic,
Cầm cái điện thoại đọc báo một lúc mà đã hết veo buổi sáng.,Cầm cái điện thoại đọc báo một lúc mà đã hết veo buổi sáng.,northern,neutral,synthetic,
Chỗ gửi xe ở siêu thị này hôm nào đông khách là chật cứng.,Chỗ gửi xe ở siêu thị này hôm nào đông khách là chật cứng.,northern,neutral,synthetic,
Thỉnh thoảng cuối tuần lại thấy mấy đứa trẻ con tụ tập đá bóng ở sân.,Thỉnh thoảng cuối tuần lại thấy mấy đứa trẻ con tụ tập đá bóng ở sân.,northern,neutral,synthetic,
Nhìn đồng hồ hóa ra đã gần trưa rồi mà chưa chuẩn bị cơm nước gì.,Nhìn đồng hồ hóa ra đã gần trưa rồi mà chưa chuẩn bị cơm nước gì.,northern,neutral,synthetic,
Đợt này cơ quan đang chuyển văn phòng nên hơi bề bộn.,Đợt này cơ quan đang chuyển văn phòng nên hơi bề bộn.,northern,neutral,synthetic,
Hỏi thăm mãi mới biết cái quán phở cũ chuyển đi tận đằng nào.,Hỏi thăm mãi mới biết cái quán phở cũ chuyển đi tận đằng nào.,northern,neutral,synthetic,
Treo cái rèm cửa màu xanh này trông phòng khách dịu hẳn đi.,Treo cái rèm cửa màu xanh này trông phòng khách dịu hẳn đi.,northern,neutral,synthetic,
Chiều nay tranh thủ dọn dẹp lại cái ban công để trồng ít rau.,Chiều nay tranh thủ dọn dẹp lại cái ban công để trồng ít rau.,northern,neutral,synthetic,
Ra quán ngõ ngồi làm cốc trà đá ngắm người qua lại phố phường chơi.,Ra quán ở ngõ ngồi làm cốc trà đá ngắm người qua lại phố phường thôi.,northern,neutral,synthetic,
Định rẽ vào chợ mua ít rau thơm về luộc đĩa thịt ba chỉ ăn đổi bữa.,Định rẽ vào chợ mua ít rau thơm về luộc đĩa thịt ba chỉ ăn đổi bữa.,northern,neutral,synthetic,
Tối nay nhà ăn cơm với đậu phụ rán và canh rau ngót.,Tối nay nhà ăn cơm với đậu phụ rán và canh rau ngót.,northern,neutral,synthetic,
Buổi sáng làm cốc nhân trán ấm nóng thấy tỉnh cả người.,Buổi sáng làm cốc nhân trần ấm nóng thấy tỉnh cả người.,northern,neutral,synthetic,
Hôm qua xem bóng đá đến hiệp hai thì ngủ quên mất.,Hôm qua xem bóng đá đến hiệp hai thì ngủ quên mất.,northern,neutral,synthetic,
Mấyữa nay cứ thấy oải oải người chắc sắp đổi giời.,Mấy hôm nay cứ thấy mệt mỏi người chắc sắp đổi trời.,northern,neutral,synthetic,
Tầm này chuẩn bị tinh thần đi làm tuần mới là vừa rồi.,Tầm này chuẩn bị tinh thần đi làm tuần mới là vừa rồi.,northern,neutral,synthetic,
Xem phim xong thấy cốt truyện cũng bình thường chứ có gì ghê gớm đâu.,Xem phim xong thấy cốt truyện cũng bình thường chứ có gì ghê gớm đâu.,northern,neutral,synthetic,
Hôm qua vừa dọn nhà xong mà nay đã lại bừa ra rồi cơ chứ.,Hôm qua vừa dọn nhà xong mà nay đã lại bừa ra rồi cơ chứ.,northern,neutral,synthetic,
Tối nay định nấu món gì đơn giản thôi hay lại ra hàng ăn nhể?,Tối nay định nấu món gì đơn giản thôi hay lại ra hàng ăn nhỉ?,northern,neutral,synthetic,
Đi đường đoạn này lúc nào cũng thấy ùn tắc mệt ghê cơ.,Đi đường đoạn này lúc nào cũng thấy ùn tắc mệt ghê cơ.,northern,neutral,synthetic,
Cuối tuần tranh thủ ngủ nướng một giấc cho đã đời.,Cuối tuần tranh thủ ngủ nướng một giấc cho đã đời.,northern,neutral,synthetic,
"Thấy bảo quán mới mở bên kia đường, hôm nào sang nghía thử xem thế nào.","Thấy bảo quán mới mở bên kia đường, hôm nào sang nghía thử xem thế nào.",northern,neutral,synthetic,
Hôm nay đói bụng quá mà chưa biết ăn gì cho hợp miệng đây.,Hôm nay đói bụng quá mà chưa biết ăn gì cho hợp miệng đây.,northern,neutral,synthetic,
Cầm cái điện thoại đọc báo một lúc là hết cả buổi sáng.,Cầm cái điện thoại đọc báo một lúc là hết cả buổi sáng.,northern,neutral,synthetic,
Cứ tưởng nay mưa to ai dè lại hửng nắng từ lúc nào.,Cứ tưởng nay mưa to ai dè lại hửng nắng từ lúc nào.,northern,neutral,synthetic,
Để mai tính tiếp chứ giờ chưa nghĩ ra nên làm gì trước.,Để mai tính tiếp chứ giờ chưa nghĩ ra nên làm gì trước.,northern,neutral,synthetic,
Ra vườn tỉa lại mấy chậu hoa cảnh cho đỡ buồn chân buồn tay.,Ra vườn tỉa lại mấy chậu hoa cảnh cho đỡ buồn chân buồn tay.,northern,neutral,synthetic,
Mấy đứa đồng nghiệp lại bàn chuyện đi ăn vặt buổi chiều kìa.,Mấy đứa đồng nghiệp lại bàn chuyện đi ăn vặt buổi chiều kìa.,northern,neutral,synthetic,
Ra quán làm cốc trà đá ngắm phố phường cái nhể.,Ra quán làm cốc trà đá ngắm phố phường cái nhỉ.,northern,neutral,synthetic,
Gạo nhà vừa mua xong lại thấy hàng xóm bảo vừa giảm giá.,Gạo nhà vừa mua xong lại thấy hàng xóm bảo vừa giảm giá.,northern,neutral,synthetic,
Tính ra cái ngõ này đi bộ ra chợ cũng chả xa lắm đâu.,Tính ra cái ngõ này đi bộ ra chợ cũng chẳng xa lắm đâu.,northern,neutral,synthetic,
Nghe nói dạo này khu phố nhà bên chuẩn bị mở rộng đường giao thông.,Nghe nói dạo này khu phố nhà bên chuẩn bị mở rộng đường giao thông.,northern,neutral,synthetic,
Ra bờ hồ hóng gió một lúc rồi lại lủi thủi đi về nhà.,Ra bờ hồ hóng gió một lúc rồi lại lủi thủi đi về nhà.,northern,neutral,synthetic,
Cái quạt cây nhà tôi dùng chục năm nay mà vẫn chạy tốt chán.,Cái quạt cây nhà tôi dùng chục năm nay mà vẫn chạy tốt chán.,northern,neutral,synthetic,
Xem tức anh ách mà chẳng làm gì được bọn vô ý thức đấy cả.,Xem tức anh ách mà chẳng làm gì được bọn vô ý thức đấy cả.,northern,negative,synthetic,
"Đúng là đen đủi hết phần thiên hạ, vừa mất ví xong lại hỏng xe.","Đúng là đen đủi hết phần thiên hạ, vừa mất ví xong lại hỏng xe.",northern,negative,synthetic,
Cả đống việc ngập đầu mà cứ nhẫn nha thế này thì bao giờ mới xong hả giời.,Cả đống việc ngập đầu mà cứ lững thững thế này thì bao giờ mới xong hả giời.,northern,negative,synthetic,
Nghe cái giọng điệu khó ưa đấy là chỉ muốn tát cho phát.,Nghe cái giọng điệu khó ưa đấy là chỉ muốn tát cho một phát.,northern,negative,synthetic,
"Đã nghèo còn mắc cái eo, vừa dồn tiền sửa nhà thì đổ bệnh.","Đã nghèo còn mắc cái eo, vừa dồn tiền sửa nhà thì đổ bệnh.",northern,negative,synthetic,
"Thôi bỏ đi, chấp làm gì mấy kẻ tiểu nhân đấy cho bẩn tay.","Thôi bỏ đi, chấp làm gì mấy kẻ tiểu nhân đấy cho bẩn tay.",northern,negative,synthetic,
Làm ăn tắc trách kiểu này thì có ngày dẹp tiệm chứ sớm sủa gì tầm này.,Làm ăn tắc trách kiểu này thì có ngày dẹp tiệm chứ sớm sủa gì tầm này.,northern,negative,synthetic,
Mệt mỏi với mấy ông bà hàng xóm tối ngày cứ săm soi chuyện nhà người khác.,Mệt mỏi với mấy ông bà hàng xóm tối ngày cứ săm soi chuyện nhà người khác.,northern,negative,synthetic,
"Bỏ ra bao nhiêu tiền mua cục tức vào người, chả bõ bèn gì.","Bỏ ra bao nhiêu tiền mua cục tức vào người, chẳng bõ bèn gì.",northern,negative,synthetic,
Cái thói lươn lẹo ấy bỏ đi được ngày nào hay ngày đấy.,Cái thói lươn lẹo ấy bỏ đi được ngày nào hay ngày đấy.,northern,negative,synthetic,
Đúng là phí phạm thời gian vàng ngọc ngồi nghe mấy chuyện nhảm nhí.,Đúng là phí phạm thời gian vàng ngọc ngồi nghe mấy chuyện nhảm nhí.,northern,negative,synthetic,
"Chán chả buồn nói, đói rã cả họng ra mà cứ bắt ngồi đợi thế này thì giời chịu.","Chán chẳng buồn nói, đói rã cả họng ra mà cứ bắt ngồi đợi thế này thì giời chịu.",northern,negative,synthetic,
"Đã bảo đừng có dấn thân vào cái nghề này rồi mà cứ cãi cơ, ngã đau lại kêu.","Đã bảo đừng có dấn thân vào cái nghề này rồi mà cứ cãi cơ, ngã đau lại kêu.",northern,negative,synthetic,
"Có mỗi việc bằng con kiến mà làm hỏng lên hỏng xuống, chả tích sự gì.","Có mỗi việc bằng con kiến mà làm hỏng lên hỏng xuống, chẳng tích sự gì.",northern,negative,synthetic,
"Hứa hẹn cho cố vào rồi lúc nào cũng cao chạy xa bay, mất uy tín thật.","Hứa hẹn cho cố vào rồi lúc nào cũng cao chạy xa bay, mất uy tín thật.",northern,negative,synthetic,
"Nói mãi mà cái tụi này cứ trơ cái mặt ra, bực hết cả mình.","Nói mãi mà cái bọn này cứ trơ cái mặt ra, bực hết cả mình.",northern,negative,synthetic,
"Cái quán này phục vụ chán thế, gọi từ đời thuở nào mà mãi chưa mang ra.","Cái quán này phục vụ chán thế, gọi từ đời thuở nào mà mãi chưa mang ra.",northern,negative,synthetic,
"Hôm nay xui tận mạng, vừa ra khỏi ngõ thì dính ngay trận mưa to.","Hôm nay xui tận mạng, vừa ra khỏi ngõ thì dính ngay trận mưa to.",northern,negative,synthetic,
"Khổ thân con giời, mua phải cái áo rởm mà nó cứ bai nhão ra trông đến chán.","Khổ thân bạn trẻ, mua phải cái áo giả mà nó cứ bai nhão ra trông đến chán.",northern,negative,synthetic,
"Phát bực với cái bọn dở hơi biết bơi này, gọi điện toàn thuê bao.","Phát bực với cái bọn dở hơi này, gọi điện toàn thuê bao.",northern,negative,synthetic,
Làm ăn tắc trách thế này thì có ngày mất khách lúc nào không hay.,Làm ăn tắc trách thế này thì có ngày mất khách lúc nào không hay.,northern,negative,synthetic,
"Nản thủ thế nhở, ôn thi cả tháng trời mà vào đề tủ lệch pha hoàn toàn.","Nản thật đấy nhỉ, ôn thi cả tháng trời mà vào đề tủ lệch pha hoàn toàn.",northern,negative,synthetic,
"Nói tai nọ xọ tai kia, bảo sao cứ cãi nhau suốt ngày không ngóc đầu lên được.","Nói tai nọ xọ tai kia, bảo sao cứ cãi nhau suốt ngày không khá lên được.",northern,negative,synthetic,
"Cái nết ăn nói vô duyên hết phần thiên hạ, nghe ngứa cả tai.","Cái nết ăn nói vô duyên hết phần thiên hạ, nghe ngứa cả tai.",northern,negative,synthetic,
Sống ơn huệ kiểu gì mà để người ta mắng cho vào mặt vẫn chưa sáng mắt ra à?,Sống ơn huệ kiểu gì mà để người ta mắng cho vào mặt vẫn chưa sáng mắt ra à?,northern,negative,synthetic,
"Chán chả buồn chấp, loại đấy chỉ giỏi cái mồm điêu ngoa.","Chán chẳng buồn chấp, loại đấy chỉ giỏi cái mồm điêu ngoa.",northern,negative,synthetic,
"Bao nhiêu việc đọng lại mà cứ nhơn nhơn cái mặt ra được, tức ách xì hơi.","Bao nhiêu việc đọng lại mà cứ nhơn nhơn cái mặt ra được, tức điên người.",northern,negative,synthetic,
"Cái xe vừa mới sửa xong hôm qua, nay lại lăn đơ ra đấy, tốn tiền như nước.","Cái xe vừa mới sửa xong hôm qua, nay lại hỏng tiếp, tốn tiền như nước.",northern,negative,synthetic,
"Thôi lượn cho nước nó trong, dây vào mấy thể loại này chỉ có chuốc bực vào người.","Thôi đi chỗ khác cho lành, dây vào mấy thể loại này chỉ có chuốc bực vào người.",northern,negative,synthetic,
