dialect,standard,region
"Về dịch vụ giao hàng bữa nay thì vui hết sức, khỏi bàn cãi dữ lắm.","Về dịch vụ giao hàng hôm nay thì vui hết sức, khỏi bàn cãi.",southern
"Thằng cu nhà tui vừa trải nghiệm kỳ thi vừa rùi, phải công nhận là cũng tạm ổn.","Thằng cu nhà tôi vừa trải nghiệm kỳ thi vừa rồi, phải công nhận là cũng tạm ổn.",southern
"Về chuyến du lịch vừa rùi thì buồn ơi là buồn, khỏi bàn cãi đó nha.","Về chuyến du lịch vừa rồi thì buồn ơi là buồn, khỏi bàn cãi.",southern
Đánh giá của tụi mình về con mèo nhà tui: chậm trễ hen.,Đánh giá của tụi mình về con mèo nhà tôi: chậm trễ.,southern
Mọi người bảo thái độ của nhân viên đó tốt hơn mong đợi nhiều đó nha.,Mọi người bảo thái độ của nhân viên đó tốt hơn mong đợi nhiều.,southern
Đánh giá của nhà tui về đám cưới đứa bạn thân: vui hết sức nghen.,Đánh giá của nhà tôi về đám cưới đứa bạn thân: vui hết sức.,southern
Theo thằng cu nhà tui thấy thì chiếc xe máy mới mua hổng đáng.,Theo thằng cu nhà tôi thấy thì chiếc xe máy mới mua không đáng.,southern
Thử qua sức khỏe dạo nè rùi mới thấy đáng yêu.,Thử qua sức khỏe dạo này rồi mới thấy đáng yêu.,southern
Em hổng nghĩ buổi thi vấn đáp lại mất thời gian đến dzậy nghen.,Em không nghĩ buổi thi vấn đáp lại mất thời gian đến thế.,southern
"Chị vừa trải nghiệm khu vườn sau nhà, phải công nhận là dễ chịu vô cùng hen.","Chị vừa trải nghiệm khu vườn sau nhà, phải công nhận là dễ chịu vô cùng.",southern
Giá gạo ngoài chợ khiến lớp mình cảm thấy hông có gì đặc biệt.,Giá gạo ngoài chợ khiến lớp mình cảm thấy không có gì đặc biệt.,southern
Mọi người bảo dịch vụ ở quán nè chán dữ lắm.,Mọi người bảo dịch vụ ở quán này chán.,southern
"Ai cũng bảo hổng khí trong nhà tàm tạm, tớ thấy đúng thiệt dữ lắm.","Ai cũng bảo không khí trong nhà tàm tạm, tớ thấy đúng thật.",southern
Tụi mình hổng nghĩ căn nhà mới thuê lại dễ chịu vô cùng đến dzậy.,Tụi mình không nghĩ căn nhà mới thuê lại dễ chịu vô cùng đến thế.,southern
Con bé nhà tui thấy công viên mới xây ổn dữ lắm.,Con bé nhà tôi thấy công viên mới xây ổn.,southern
"Con đường trước nhà bữa nay ưng ý quá trời, em hổng ngờ tới.","Con đường trước nhà hôm nay ưng ý quá, em không ngờ tới.",southern
Sếp tui thấy cái điện thoại mới mất thời gian.,Sếp tôi thấy cái điện thoại mới mất thời gian.,southern
"Công ty mình vừa trải nghiệm thái độ của nhân viên đó, phải công nhận là kém quá trời dữ lắm.","Công ty mình vừa trải nghiệm thái độ của nhân viên đó, phải công nhận là kém quá.",southern
Thử qua buổi phỏng vấn xin việc rùi mới thấy sợ thiệt sự à nha.,Thử qua buổi phỏng vấn xin việc rồi mới thấy sợ thật sự.,southern
Cả nhà đều bảo cái điều hòa mới lắp chậm trễ hen.,Cả nhà đều bảo cái điều hòa mới lắp chậm trễ.,southern
"Lớp mình vừa trải nghiệm món bún riêu nè, phải công nhận là tệ quá trời.","Lớp mình vừa trải nghiệm món bún riêu này, phải công nhận là tệ quá.",southern
"Về chuyến du lịch Đà Lạt thì nhẹ nhõm cả người, khỏi bàn cãi hen.","Về chuyến du lịch Đà Lạt thì nhẹ nhõm cả người, khỏi bàn cãi.",southern
Con mèo nhà tui khiến tụi tui cảm thấy tệ hại à nha.,Con mèo nhà tôi khiến chúng tôi cảm thấy tệ hại.,southern
Đánh giá của ông tui về con đường trước nhà: khó chịu vô cùng nghen.,Đánh giá của ông tôi về con đường trước nhà: khó chịu vô cùng.,southern
Cả nhà đều bảo tình hình giao thông giờ nè hông có gì đặc biệt à nha.,Cả nhà đều bảo tình hình giao thông giờ này không có gì đặc biệt.,southern
"Ba tui vừa trải nghiệm sức khỏe dạo nè, phải công nhận là ổn.","Bố tôi vừa trải nghiệm sức khỏe dạo này, phải công nhận là ổn.",southern
Thử qua chiếc ví da mới rùi mới thấy hổng tốt cũng hổng xấu.,Thử qua chiếc ví da mới rồi mới thấy không tốt cũng không xấu.,southern
Thử qua kỳ thi vừa rùi rùi mới thấy hông có gì đặc biệt đó nha.,Thử qua kỳ thi vừa rồi rồi mới thấy không có gì đặc biệt.,southern
"Ai cũng bảo cái quạt mới mua kinh khủng, ông tui thấy đúng thiệt.","Ai cũng bảo cái quạt mới mua kinh khủng, ông tôi thấy đúng thật.",southern
Thằng cu nhà tui thấy bệnh viện gần nhà phiền phức quá trời hen.,Thằng cu nhà tôi thấy bệnh viện gần nhà phiền phức quá.,southern
"Tụi tui vừa xong căn nhà mới thuê, cảm giác vui hết sức.","Chúng tôi vừa xong căn nhà mới thuê, cảm giác vui hết sức.",southern
Theo tui thấy thì chuyến về quê lần nè ngon quá trời.,Theo tôi thấy thì chuyến về quê lần này ngon quá.,southern
Theo sếp tui thấy thì chiếc tivi mới mua dở tệ.,Theo sếp tôi thấy thì chiếc tivi mới mua dở tệ.,southern
"Ai cũng bảo bệnh viện gần nhà chán ơi là chán, má tui thấy đúng thiệt.","Ai cũng bảo bệnh viện gần nhà chán ơi là chán, mẹ tôi thấy đúng thật.",southern
Tiệm bánh mì đầu phố khiến bà tui cảm thấy đã.,Tiệm bánh mì đầu phố khiến bà tôi cảm thấy đã.,southern
Cả nhà đều bảo khách sạn ở biển lừa đảo đó nha.,Cả nhà đều bảo khách sạn ở biển lừa đảo.,southern
Thử qua buổi họp phụ huynh rùi mới thấy ưng ý quá trời.,Thử qua buổi họp phụ huynh rồi mới thấy ưng ý quá.,southern
"Bọn tui vừa xong khu chung cư đang ở, cảm giác ở mức chấp nhận được.","Bọn tôi vừa xong khu chung cư đang ở, cảm giác ở mức chấp nhận được.",southern
"Về kỳ nghỉ lễ vừa rùi thì mất thời gian, khỏi bàn cãi dữ lắm.","Về kỳ nghỉ lễ vừa rồi thì mất thời gian, khỏi bàn cãi.",southern
"Lớp mình vừa xong anh sếp mới về, cảm giác hông có gì nổi bật dữ lắm.","Lớp mình vừa xong anh sếp mới về, cảm giác không có gì nổi bật.",southern
Mình hổng nghĩ thái độ của nhân viên đó lại xuất sắc đến dzậy.,Mình không nghĩ thái độ của nhân viên đó lại xuất sắc đến thế.,southern
"Đám cưới đứa bạn thân khiến sếp tui cảm thấy cũng được, hổng tệ hổng hay.","Đám cưới đứa bạn thân khiến sếp tôi cảm thấy cũng được, không tệ không hay.",southern
Phải nói phiên chợ Tết năm nay lần nè buồn ơi là buồn hen.,Phải nói phiên chợ Tết năm nay lần này buồn ơi là buồn.,southern
Kể ra thì lớp học thêm nè cũng vui hết sức à nha.,Kể ra thì lớp học thêm này cũng vui hết sức.,southern
Thử qua trò chơi mới cài rùi mới thấy tốt hơn mong đợi nhiều.,Thử qua trò chơi mới cài rồi mới thấy tốt hơn mong đợi nhiều.,southern
Cả nhà đều bảo công việc dạo nè hổng tốt cũng hổng xấu.,Cả nhà đều bảo công việc dạo này không tốt cũng không xấu.,southern
Buổi phỏng vấn sáng nay khiến bọn tui cảm thấy thoải mái hẳn đó nha.,Buổi phỏng vấn sáng nay khiến bọn tôi cảm thấy thoải mái hẳn.,southern
Má tui thấy kỳ thi vừa rùi ngon hen.,Mẹ tôi thấy kỳ thi vừa rồi ngon.,southern
Vụ mùa năm nay khiến anh cảm thấy phí tiền à nha.,Vụ mùa năm nay khiến anh cảm thấy phí tiền.,southern
Đánh giá của lớp mình về căn nhà mới thuê: nhẹ nhõm cả người đó nha.,Đánh giá của lớp mình về căn nhà mới thuê: nhẹ nhõm cả người.,southern
Cả nhà đều bảo lớp học thêm nè bực mình ghê.,Cả nhà đều bảo lớp học thêm này bực mình ghê.,southern
Má tui hổng nghĩ quán trà sữa mới mở lại phiền phức quá trời đến dzậy.,Mẹ tôi không nghĩ quán trà sữa mới mở lại phiền phức quá đến thế.,southern
"Ai cũng bảo dịch vụ giao hàng bữa nay phí tiền, tụi tui thấy đúng thiệt dữ lắm.","Ai cũng bảo dịch vụ giao hàng hôm nay phí tiền, chúng tôi thấy đúng thật.",southern
Chị thấy buổi thi vấn đáp hổng đáng à nha.,Chị thấy buổi thi vấn đáp không đáng.,southern
"Tui vừa trải nghiệm cái ao cá sau vườn, phải công nhận là đã hen.","Tôi vừa trải nghiệm cái ao cá sau vườn, phải công nhận là đã.",southern
Mọi người bảo ly trà sữa nè hài lòng dữ lắm nghen.,Mọi người bảo ly trà sữa này hài lòng lắm.,southern
"Nói thiệt, giá xăng tuần nè ưng ý quá trời dữ lắm.","Nói thật, giá xăng tuần này ưng ý quá lắm.",southern
"Nhà tui vừa xong buổi biểu diễn tối qua, cảm giác ngon quá trời.","Nhà tôi vừa xong buổi biểu diễn tối qua, cảm giác ngon quá.",southern
"Ai cũng bảo quán phở đầu ngõ tuyệt vời, chồng tui thấy đúng thiệt.","Ai cũng bảo quán phở đầu ngõ tuyệt vời, chồng tôi thấy đúng thật.",southern
Đánh giá của công ty mình về quán phở đầu ngõ: đỉnh đó nha.,Đánh giá của công ty mình về quán phở đầu ngõ: đỉnh.,southern
Đánh giá của anh về hổng khí trong nhà: đỉnh.,Đánh giá của anh về không khí trong nhà: đỉnh.,southern
Giá cả ở chợ nè khiến bọn tui cảm thấy chất lượng ngoài mong đợi hen.,Giá cả ở chợ này khiến bọn tôi cảm thấy chất lượng ngoài mong đợi.,southern
Xóm mình chấm dịch vụ ở quán nè nè vui hết sức hen.,Xóm mình chấm dịch vụ ở quán này này vui hết sức.,southern
"Tớ vừa trải nghiệm siêu thị mini gần trường, phải công nhận là quá trời đẹp.","Tớ vừa trải nghiệm siêu thị mini gần trường, phải công nhận là rất đẹp.",southern
"Mình vừa xong siêu thị mini gần trường, cảm giác đáng yêu nghen.","Mình vừa xong siêu thị mini gần trường, cảm giác đáng yêu.",southern
Kể ra thì hổng khí trong nhà cũng ấn tượng đó nha.,Kể ra thì không khí trong nhà cũng ấn tượng.,southern
"Em vừa xong trò chơi mới cài, cảm giác hổng tốt cũng hổng xấu à nha.","Em vừa xong trò chơi mới cài, cảm giác không tốt cũng không xấu.",southern
"Về cái công viên nước thì tệ, khỏi bàn cãi dữ lắm.","Về cái công viên nước thì tệ, khỏi bàn cãi.",southern
"Má tui vừa xong khách sạn ở biển, cảm giác tệ hen.","Mẹ tôi vừa xong khách sạn ở biển, cảm giác tệ.",southern
Bà tui thấy bãi biển hôm cả nhà đi chơi mất thời gian.,Bà tôi thấy bãi biển hôm cả nhà đi chơi mất thời gian.,southern
"Nói thiệt, bài hát mới ra tận tình dữ lắm.","Nói thật, bài hát mới ra tận tình lắm.",southern
Cả nhà đều bảo trận bóng đêm qua dễ chịu vô cùng dữ lắm.,Cả nhà đều bảo trận bóng đêm qua dễ chịu vô cùng.,southern
Phải nói món bún bò lần nè nhẹ nhõm cả người dữ lắm.,Phải nói món bún bò lần này nhẹ nhõm cả người.,southern
"Nói thiệt, món phở nè kém quá trời dữ lắm.","Nói thật, món phở này kém quá lắm.",southern
Bọn tui thấy bữa cơm tối qua ấn tượng.,Bọn tôi thấy bữa cơm tối qua ấn tượng.,southern
"Cả nhà tui vừa xong buổi họp sáng nay, cảm giác chán ơi là chán.","Cả nhà tôi vừa xong buổi họp sáng nay, cảm giác chán ơi là chán.",southern
Buổi thi vấn đáp khiến tụi mình cảm thấy ưng ý quá trời đó nha.,Buổi thi vấn đáp khiến tụi mình cảm thấy ưng ý quá.,southern
"Em vừa xong nhà hàng hải sản, cảm giác vừa đủ dùng nghen.","Em vừa xong nhà hàng hải sản, cảm giác vừa đủ dùng.",southern
Kể ra thì cái áo mới mua cũng phí tiền à nha.,Kể ra thì cái áo mới mua cũng phí tiền.,southern
"Tình hình giao thông giờ nè bữa nay xấu, vợ tui hổng ngờ tới dữ lắm.","Tình hình giao thông giờ này hôm nay xấu, vợ tôi không ngờ tới.",southern
Buổi liên hoan cơ quan khiến nhà tui cảm thấy tệ hại.,Buổi liên hoan cơ quan khiến nhà tôi cảm thấy tệ hại.,southern
Xóm mình thấy tiệm bánh mì đầu phố ngon quá trời hen.,Xóm mình thấy tiệm bánh mì đầu phố ngon quá.,southern
Kể ra thì buổi họp lớp cuối năm cũng vui hết sức đó nha.,Kể ra thì buổi họp lớp cuối năm cũng vui hết sức.,southern
"Về kênh Youtube hay xem thì nản quá trời đi mất, khỏi bàn cãi.","Về kênh Youtube hay xem thì nản quá đi mất, khỏi bàn cãi.",southern
"Về cái group trên Facebook thì ngon quá trời, khỏi bàn cãi.","Về cái group trên Facebook thì ngon quá, khỏi bàn cãi.",southern
Theo tụi mình thấy thì cơn mưa chiều nay sợ thiệt sự.,Theo tụi mình thấy thì cơn mưa chiều nay sợ thật sự.,southern
Cả nhà đều bảo cái group trên Facebook như mọi lần nghen.,Cả nhà đều bảo cái group trên Facebook như mọi lần.,southern
"Ai cũng bảo sinh nhật của con ngon, bà tui thấy đúng thiệt.","Ai cũng bảo sinh nhật của con ngon, bà tôi thấy đúng thật.",southern
Quán cà phê đầu ngõ khiến cả nhà tui cảm thấy đỉnh dữ lắm.,Quán cà phê đầu ngõ khiến cả nhà tôi cảm thấy đỉnh.,southern
Phải nói bệnh viện gần nhà lần nè vẫn như mọi khi dữ lắm.,Phải nói bệnh viện gần nhà lần này vẫn như mọi khi.,southern
"Tớ vừa trải nghiệm cái áo khoác mới, phải công nhận là tệ quá trời.","Tớ vừa trải nghiệm cái áo khoác mới, phải công nhận là tệ quá.",southern
"Nói thiệt, bữa cơm tối qua đáng đồng tiền bát gạo dữ lắm.","Nói thật, bữa cơm tối qua đáng đồng tiền bát gạo lắm.",southern
Cả nhà đều bảo quán cà phê góc phố phí tiền nghen.,Cả nhà đều bảo quán cà phê góc phố phí tiền.,southern
"Nhà tui vừa xong chuyến về quê lần nè, cảm giác xịn đó nha.","Nhà tôi vừa xong chuyến về quê lần này, cảm giác xịn.",southern
Công ty mình thấy siêu thị mini gần trường trung bình thôi à nha.,Công ty mình thấy siêu thị mini gần trường trung bình thôi.,southern
"Em vừa xong siêu thị mini gần trường, cảm giác tạm được hen.","Em vừa xong siêu thị mini gần trường, cảm giác tạm được.",southern
"Về cái quạt mới mua thì bực mình ghê, khỏi bàn cãi à nha.","Về cái quạt mới mua thì bực mình ghê, khỏi bàn cãi.",southern
"Về chiếc tivi mới mua thì xịn, khỏi bàn cãi dữ lắm.","Về chiếc tivi mới mua thì xịn, khỏi bàn cãi.",southern
Phải nói cơn mưa chiều nay lần nè hay.,Phải nói cơn mưa chiều nay lần này hay.,southern
"Ai cũng bảo tiến độ công trình vui hết sức, xóm mình thấy đúng thiệt.","Ai cũng bảo tiến độ công trình vui hết sức, xóm mình thấy đúng thật.",southern
"Về đàn gà mới nuôi thì chán ơi là chán, khỏi bàn cãi à nha.","Về đàn gà mới nuôi thì chán ơi là chán, khỏi bàn cãi.",southern
"Ai cũng bảo dịch vụ giao hàng bữa nay phí tiền, nhà tui thấy đúng thiệt nghen.","Ai cũng bảo dịch vụ giao hàng hôm nay phí tiền, nhà tôi thấy đúng thật.",southern
Phải nói đàn gà mới nuôi lần nè dở hen.,Phải nói đàn gà mới nuôi lần này dở.,southern
Bà tui chấm đám cưới đứa bạn thân nè ưng ý quá trời hen.,Bà tôi chấm đám cưới đứa bạn thân này ưng ý quá.,southern
Theo mình thấy thì buổi họp lớp cuối năm tồi tệ hết chỗ nói à nha.,Theo mình thấy thì buổi họp lớp cuối năm tồi tệ hết chỗ nói.,southern
"Ai cũng bảo cái công viên nước thích ơi là thích, sếp tui thấy đúng thiệt.","Ai cũng bảo cái công viên nước thích ơi là thích, sếp tôi thấy đúng thật.",southern
"Về cái công viên nước thì tệ quá trời, khỏi bàn cãi à nha.","Về cái công viên nước thì tệ quá, khỏi bàn cãi.",southern
Kể ra thì cô giáo chủ nhiệm cũng tức ơi là tức đó nha.,Kể ra thì cô giáo chủ nhiệm cũng tức ơi là tức.,southern
Cả nhà tui hổng nghĩ buổi phỏng vấn sáng nay lại hổng tốt cũng hổng xấu đến dzậy dữ lắm.,Cả nhà tôi không nghĩ buổi phỏng vấn sáng nay lại không tốt cũng không xấu đến thế.,southern
"Con bé nhà tui vừa xong chiếc xe mới mua, cảm giác dở nghen.","Con bé nhà tôi vừa xong chiếc xe mới mua, cảm giác dở.",southern
"Quán cà phê đầu ngõ bữa nay mê luôn, chồng tui hổng ngờ tới.","Quán cà phê đầu ngõ hôm nay mê luôn, chồng tôi không ngờ tới.",southern
"Nói thiệt, khu chợ đầu mối kém quá trời dữ lắm.","Nói thật, khu chợ đầu mối kém quá lắm.",southern
Kể ra thì trận bóng đá tối qua cũng mệt mỏi quá trời.,Kể ra thì trận bóng đá tối qua cũng mệt mỏi quá.,southern
Đánh giá của đám bạn tui về bộ phim vừa xem tối qua: hay.,Đánh giá của đám bạn tôi về bộ phim vừa xem tối qua: hay.,southern
Kể ra thì dự án đang làm dở cũng hổng đáng.,Kể ra thì dự án đang làm dở cũng không đáng.,southern
Anh thấy phiên chợ Tết năm nay nhẹ nhõm cả người nghen.,Anh thấy phiên chợ Tết năm nay nhẹ nhõm cả người.,southern
"Lớp học thêm nè bữa nay chán ơi là chán, đám bạn tui hổng ngờ tới nghen.","Lớp học thêm này hôm nay chán ơi là chán, đám bạn tôi không ngờ tới.",southern
Cả nhà đều bảo nhà hàng hải sản hay hen.,Cả nhà đều bảo nhà hàng hải sản hay.,southern
"Ai cũng bảo ngày Tết năm nay vẫn như mọi khi, thằng cu nhà tui thấy đúng thiệt hen.","Ai cũng bảo ngày Tết năm nay vẫn như mọi khi, thằng cu nhà tôi thấy đúng thật.",southern
Quán cà phê đầu ngõ khiến tui cảm thấy lừa đảo dữ lắm.,Quán cà phê đầu ngõ khiến tôi cảm thấy lừa đảo.,southern
Đánh giá của xóm mình về chuyến du lịch vừa rùi: tức ơi là tức.,Đánh giá của xóm mình về chuyến du lịch vừa rồi: tức ơi là tức.,southern
Phải nói chiếc xe mới mua lần nè hay.,Phải nói chiếc xe mới mua lần này hay.,southern
Phải nói siêu thị mini gần trường lần nè tự hào dữ lắm nghen.,Phải nói siêu thị mini gần trường lần này tự hào lắm.,southern
Theo đồng nghiệp tui thấy thì bến xe khách kém quá trời.,Theo đồng nghiệp tôi thấy thì bến xe khách kém quá.,southern
"Ai cũng bảo trò chơi mới cài ổn, sếp tui thấy đúng thiệt.","Ai cũng bảo trò chơi mới cài ổn, sếp tôi thấy đúng thật.",southern
Cả nhà đều bảo chuyến du lịch Đà Lạt trung bình thôi đó nha.,Cả nhà đều bảo chuyến du lịch Đà Lạt trung bình thôi.,southern
Anh chấm phiên chợ Tết năm nay nè tạm được dữ lắm.,Anh chấm phiên chợ Tết năm nay này tạm được.,southern
"Về trận bóng đêm qua thì xuất sắc, khỏi bàn cãi dữ lắm.","Về trận bóng đêm qua thì xuất sắc, khỏi bàn cãi.",southern
Mọi người bảo quán trà sữa mới mở tồi tệ hết chỗ nói à nha.,Mọi người bảo quán trà sữa mới mở tồi tệ hết chỗ nói.,southern
"Mọi người bảo món bún riêu nè ổn, hổng phàn nàn gì nghen.","Mọi người bảo món bún riêu này ổn, không phàn nàn gì.",southern
Tui hổng nghĩ sinh nhật của con lại khó chịu vô cùng đến dzậy dữ lắm.,Tôi không nghĩ sinh nhật của con lại khó chịu vô cùng đến thế.,southern
Theo em thấy thì thầy giáo dạy Toán hổng tốt cũng hổng xấu.,Theo em thấy thì thầy giáo dạy Toán không tốt cũng không xấu.,southern
"Ai cũng bảo thái độ của nhân viên đó kém quá trời, em thấy đúng thiệt.","Ai cũng bảo thái độ của nhân viên đó kém quá, em thấy đúng thật.",southern
Bà tui chấm quán cà phê góc phố nè tệ hại.,Bà tôi chấm quán cà phê góc phố này tệ hại.,southern
"Ai cũng bảo buổi họp sáng nay kém chất lượng, vợ tui thấy đúng thiệt đó nha.","Ai cũng bảo buổi họp sáng nay kém chất lượng, vợ tôi thấy đúng thật.",southern
"Ai cũng bảo lễ hội của làng thoải mái hẳn, con bé nhà tui thấy đúng thiệt.","Ai cũng bảo lễ hội của làng thoải mái hẳn, con bé nhà tôi thấy đúng thật.",southern
Mọi người bảo bộ phim vừa xem dễ chịu vô cùng đó nha.,Mọi người bảo bộ phim vừa xem dễ chịu vô cùng.,southern
"Nói thiệt, đám cưới đứa bạn thân kém chất lượng dữ lắm.","Nói thật, đám cưới đứa bạn thân kém chất lượng lắm.",southern
"Xóm mình vừa xong bãi biển hôm cả nhà đi chơi, cảm giác hổng tốt cũng hổng xấu.","Xóm mình vừa xong bãi biển hôm cả nhà đi chơi, cảm giác không tốt cũng không xấu.",southern
"Ai cũng bảo quán cà phê đầu ngõ tuyệt vời, cả nhà tui thấy đúng thiệt.","Ai cũng bảo quán cà phê đầu ngõ tuyệt vời, cả nhà tôi thấy đúng thật.",southern
Bọn tui chấm đám cưới đứa bạn thân nè vui hết sức.,Bọn tôi chấm đám cưới đứa bạn thân này vui hết sức.,southern
"Về chuyến du lịch vừa rùi thì trên cả tuyệt vời, khỏi bàn cãi.","Về chuyến du lịch vừa rồi thì trên cả tuyệt vời, khỏi bàn cãi.",southern
Lớp mình hổng nghĩ trận bóng đêm qua lại phiền phức quá trời đến dzậy.,Lớp mình không nghĩ trận bóng đêm qua lại phiền phức quá đến thế.,southern
Tui chấm cái group trên Facebook nè nản quá trời đi mất.,Tôi chấm cái group trên Facebook này nản quá đi mất.,southern
"Đám bạn tui vừa xong cái laptop mới mua, cảm giác ngon.","Đám bạn tôi vừa xong cái laptop mới mua, cảm giác ngon.",southern
Cả nhà tui thấy bữa cơm tối qua dễ chịu vô cùng dữ lắm.,Cả nhà tôi thấy bữa cơm tối qua dễ chịu vô cùng.,southern
"Ai cũng bảo căn nhà mới thuê nản quá trời đi mất, cả nhà tui thấy đúng thiệt.","Ai cũng bảo căn nhà mới thuê nản quá đi mất, cả nhà tôi thấy đúng thật.",southern
Kể ra thì ga tàu lúc sáng sớm cũng đã đó nha.,Kể ra thì ga tàu lúc sáng sớm cũng đã.,southern
Chồng tui thấy chuyến du lịch Đà Lạt sợ thiệt sự à nha.,Chồng tôi thấy chuyến du lịch Đà Lạt sợ thật sự.,southern
Vợ tui thấy ứng dụng đặt đồ ăn bình thường thôi.,Vợ tôi thấy ứng dụng đặt đồ ăn bình thường thôi.,southern
"Ai cũng bảo khu vườn sau nhà ngon quá trời, bà tui thấy đúng thiệt.","Ai cũng bảo khu vườn sau nhà ngon quá, bà tôi thấy đúng thật.",southern
"Cuốn sách đang đọc bữa nay thoải mái hẳn, tụi tui hổng ngờ tới hen.","Cuốn sách đang đọc hôm nay thoải mái hẳn, chúng tôi không ngờ tới.",southern
Mọi người bảo sinh nhật của con vừa ý ghê đó nha.,Mọi người bảo sinh nhật của con vừa ý ghê.,southern
Theo bọn tui thấy thì buổi phỏng vấn sáng nay hổng tốt cũng hổng xấu.,Theo bọn tôi thấy thì buổi phỏng vấn sáng nay không tốt cũng không xấu.,southern
"Về thái độ của nhân viên đó thì tồi tệ hết chỗ nói, khỏi bàn cãi à nha.","Về thái độ của nhân viên đó thì tồi tệ hết chỗ nói, khỏi bàn cãi.",southern
Trường cấp ba ngày xưa khiến đồng nghiệp tui cảm thấy trên cả tuyệt vời.,Trường cấp ba ngày xưa khiến đồng nghiệp tôi cảm thấy trên cả tuyệt vời.,southern
Đánh giá của vợ tui về chất lượng wifi ở đây: hổng đáng nghen.,Đánh giá của vợ tôi về chất lượng wifi ở đây: không đáng.,southern
Theo ông tui thấy thì chuyến xe buýt sáng nay tuyệt vời.,Theo ông tôi thấy thì chuyến xe buýt sáng nay tuyệt vời.,southern
"Nói thiệt, lớp học thêm buổi tối hài lòng dữ lắm dữ lắm đó nha.","Nói thật, lớp học thêm buổi tối hài lòng lắm lắm.",southern
Phải nói quán cà phê đầu ngõ lần nè dở tệ.,Phải nói quán cà phê đầu ngõ lần này dở tệ.,southern
Thử qua buổi liên hoan cơ quan rùi mới thấy lừa đảo dữ lắm.,Thử qua buổi liên hoan cơ quan rồi mới thấy lừa đảo.,southern
Ông tui chấm ga tàu lúc sáng sớm nè tốt hơn mong đợi nhiều nghen.,Ông tôi chấm ga tàu lúc sáng sớm này tốt hơn mong đợi nhiều.,southern
"Đồng nghiệp tui vừa xong thầy giáo dạy Toán, cảm giác chẳng ra làm sao cả dữ lắm.","Đồng nghiệp tôi vừa xong thầy giáo dạy Toán, cảm giác chẳng ra làm sao cả.",southern
"Công ty mình vừa trải nghiệm đôi giày mới mua, phải công nhận là mất thời gian hen.","Công ty mình vừa trải nghiệm đôi giày mới mua, phải công nhận là mất thời gian.",southern
"Mình vừa trải nghiệm ông chủ quán, phải công nhận là đẹp đó nha.","Mình vừa trải nghiệm ông chủ quán, phải công nhận là đẹp.",southern
Đánh giá của má tui về sinh nhật của con: chán.,Đánh giá của mẹ tôi về sinh nhật của con: chán.,southern
"Ai cũng bảo chiếc tivi mới mua kinh khủng, ba tui thấy đúng thiệt.","Ai cũng bảo chiếc tivi mới mua kinh khủng, bố tôi thấy đúng thật.",southern
"Nói thiệt, ly trà sữa nè hay dữ lắm đó nha.","Nói thật, ly trà sữa này hay lắm.",southern
"Ai cũng bảo chuyến bay sáng nay đáng yêu, sếp tui thấy đúng thiệt.","Ai cũng bảo chuyến bay sáng nay đáng yêu, sếp tôi thấy đúng thật.",southern
Nhà tui chấm cơn mưa chiều nay nè mất thời gian hen.,Nhà tôi chấm cơn mưa chiều nay này mất thời gian.,southern
"Sếp tui vừa xong bộ phim vừa xem, cảm giác kinh khủng.","Sếp tôi vừa xong bộ phim vừa xem, cảm giác kinh khủng.",southern
Cả nhà tui chấm khách sạn ở biển nè đáng thất vọng dữ lắm.,Cả nhà tôi chấm khách sạn ở biển này đáng thất vọng.,southern
Tớ chấm buổi hẹn hò cuối tuần nè mất thời gian.,Tớ chấm buổi hẹn hò cuối tuần này mất thời gian.,southern
Thử qua lương tháng nè rùi mới thấy đáng đồng tiền bát gạo.,Thử qua lương tháng này rồi mới thấy đáng đồng tiền bát gạo.,southern
"Nói thiệt, ngày Tết năm nay hổng đáng dữ lắm.","Nói thật, ngày Tết năm nay không đáng lắm.",southern
"Đám cưới đứa bạn thân bữa nay ở mức chấp nhận được, anh hổng ngờ tới.","Đám cưới đứa bạn thân hôm nay ở mức chấp nhận được, anh không ngờ tới.",southern
"Về bãi biển hôm cả nhà đi chơi thì chu đáo, khỏi bàn cãi hen.","Về bãi biển hôm cả nhà đi chơi thì chu đáo, khỏi bàn cãi.",southern
Thử qua trận bóng đêm qua rùi mới thấy chưa có gì để bàn.,Thử qua trận bóng đêm qua rồi mới thấy chưa có gì để bàn.,southern
"Về khu chợ đầu mối thì hay, khỏi bàn cãi đó nha.","Về khu chợ đầu mối thì hay, khỏi bàn cãi.",southern
"Tiến độ công trình bữa nay lo lắng quá trời, nhà tui hổng ngờ tới.","Tiến độ công trình hôm nay lo lắng quá, nhà tôi không ngờ tới.",southern
"Tui vừa xong giá cả ở chợ nè, cảm giác hông có gì nổi bật dữ lắm.","Tôi vừa xong giá cả ở chợ này, cảm giác không có gì nổi bật.",southern
Đồng nghiệp tui chấm ngày Tết năm nay nè hông có gì nổi bật.,Đồng nghiệp tôi chấm ngày Tết năm nay này không có gì nổi bật.,southern
"Nói thiệt, quán trà sữa mới mở đáng yêu dữ lắm.","Nói thật, quán trà sữa mới mở đáng yêu lắm.",southern
Thằng cu nhà tui hổng nghĩ ông chủ quán lại kém quá trời đến dzậy.,Thằng cu nhà tôi không nghĩ ông chủ quán lại kém quá đến thế.,southern
